uri,postcode,ward_uri,ward_name,centroid,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17UB,BA1 7UB,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.399616, -2.301226)",1,44,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12AU,BA1 2AU,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.383223, -2.367722)",34,212,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22RZ,BA2 2RZ,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.357823, -2.38132)",30,333,19,1,60
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13BR,BA1 3BR,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.386876, -2.383818)",34,202,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17JN,BA1 7JN,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.40811, -2.309305)",1,36,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24HG,BA2 4HG,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.37985, -2.35051)",33,562,12,1,111
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23PX,BA2 3PX,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.376437, -2.380785)",32,530,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22HB,BA2 2HB,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.369728, -2.384005)",31,358,14,1,66
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25RP,BA2 5RP,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.358157, -2.372591)",18,263,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18ER,BA1 8ER,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.420966, -2.320408)",1,34,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21RZ,BA2 1RZ,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.381166, -2.407723)",28,481,11,1,91
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25RF,BA2 5RF,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.355895, -2.371079)",18,262,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12QX,BA1 2QX,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.385784, -2.36244)",35,4,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21DE,BA2 1DE,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.380065, -2.395946)",28,482,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22PP,BA2 2PP,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.359416, -2.378058)",30,331,19,1,60
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS418NR,BS41 8NR,http://data.ordnancesurvey.co.uk/id/7000000000025513,Chew Valley North,"(51.388719, -2.617543)",6,79,21,1,31
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21NN,BA2 1NN,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.370749, -2.398566)",27,443,15,1,83
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18DS,BA1 8DS,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.403597, -2.365283)",1,47,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16SR,BA1 6SR,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.398985, -2.344188)",23,222,4,1,56
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20LJ,BA2 0LJ,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.334052, -2.480312)",14,456,16,1,88
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24JD,BA2 4JD,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.378774, -2.352485)",33,564,12,1,111
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23QD,BA2 3QD,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.377177, -2.382947)",32,531,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16QL,BA1 6QL,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.394946, -2.347866)",23,230,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20DR,BA2 0DR,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.332486, -2.44431)",9,66,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18AB,BA1 8AB,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.418753, -2.336499)",1,34,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS408YL,BS40 8YL,http://data.ordnancesurvey.co.uk/id/7000000000025512,Chew Valley South,"(51.340658, -2.683712)",4,88,21,1,32
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16RZ,BA1 6RZ,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.397429, -2.344435)",23,224,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26BB,BA2 6BB,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.372295, -2.347996)",33,558,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21LR,BA2 1LR,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.3721, -2.392601)",27,435,15,1,85
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13LT,BA1 3LT,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.388673, -2.400173)",29,313,8,1,18
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11RY,BA1 1RY,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25AL,BA2 5AL,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.363801, -2.347112)",19,109,18,1,37
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12LR,BA1 2LR,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.387055, -2.367235)",34,200,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20DX,BA2 0DX,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.333308, -2.441088)",9,66,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10LP,BA1 0LP,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15YQ,BA1 5YQ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17PJ,BA1 7PJ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.404958, -2.314617)",1,39,10,1,24
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14AD,BA1 4AD,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.395759, -2.392329)",20,549,5,1,108
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16YH,BA1 6YH,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10EJ,BA1 0EJ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20LS,BA2 0LS,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.332446, -2.477295)",14,455,16,1,88
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24QQ,BA2 4QQ,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.376061, -2.360596)",33,567,12,1,109
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23HY,BA2 3HY,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.378339, -2.379537)",32,526,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13BX,BA1 3BX,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.385437, -2.383921)",34,206,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21BR,BA2 1BR,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.379033, -2.389931)",32,525,13,1,102
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17RB,BA1 7RB,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.403446, -2.311717)",1,42,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25JE,BA2 5JE,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.36007, -2.349856)",19,118,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25QY,BA2 5QY,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.358354, -2.358431)",19,119,18,1,36
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21SX,BA2 1SX,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.381572, -2.399551)",28,479,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22DR,BA2 2DR,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.369782, -2.370085)",18,253,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11JB,BA1 1JB,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.381526, -2.366904)",34,195,9,1,55
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25EE,BA2 5EE,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.359747, -2.346565)",19,117,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20WA,BA2 0WA,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.30979, -2.451494)",9,63,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20HE,BA2 0HE,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.323701, -2.489489)",14,460,16,1,87
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17AL,BA1 7AL,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.402971, -2.337174)",23,231,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25BB,BA2 5BB,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.371276, -2.349108)",33,574,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13XN,BA1 3XN,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23JP,BA2 3JP,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.377255, -2.383694)",32,531,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14ES,BA1 4ES,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.396224, -2.387561)",20,546,5,1,107
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23BX,BA2 3BX,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.381036, -2.376929)",33,560,12,1,112
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25LN,BA2 5LN,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.361025, -2.366826)",18,261,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12JB,BA1 2JB,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.383024, -2.362447)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12US,BA1 2US,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.394556, -2.37809)",20,548,5,1,107
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21JW,BA2 1JW,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.375233, -2.388706)",27,449,15,1,85
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10TH,BA1 0TH,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25ES,BA2 5ES,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.360432, -2.342907)",19,114,18,1,37
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21NR,BA2 1NR,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.375532, -2.404182)",28,474,11,1,90
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24EJ,BA2 4EJ,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.383996, -2.350182)",22,74,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17DY,BA1 7DY,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.40566, -2.32102)",1,35,10,1,23
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24AB,BA2 4AB,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.380202, -2.356188)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21JG,BA2 1JG,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.368285, -2.390859)",27,446,15,1,84
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16SQ,BA1 6SQ,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.398956, -2.34505)",23,222,4,1,56
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22UF,BA2 2UF,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.356152, -2.377931)",30,332,19,1,60
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13EA,BA1 3EA,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.385535, -2.389612)",29,325,8,1,15
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17DE,BA1 7DE,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.40211, -2.326817)",23,216,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13HZ,BA1 3HZ,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.386386, -2.40376)",29,321,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14NE,BA1 4NE,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.403958, -2.397949)",20,554,5,1,105
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18DE,BA1 8DE,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.402557, -2.343539)",1,51,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23DD,BA2 3DD,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.380984, -2.38453)",32,579,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15JA,BA1 5JA,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.392322, -2.359172)",21,239,7,1,59
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13RF,BA1 3RF,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.389609, -2.394878)",29,319,8,1,16
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14BZ,BA1 4BZ,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.394611, -2.388769)",20,551,5,1,107
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14HS,BA1 4HS,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.402179, -2.395072)",20,556,5,1,105
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11AG,BA1 1AG,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.38, -2.363227)",34,196,9,1,55
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12DU,BA1 2DU,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.384984, -2.362405)",35,4,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25DE,BA2 5DE,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.360742, -2.350737)",19,107,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21EH,BA2 1EH,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.376464, -2.391705)",28,464,11,1,89
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17BH,BA1 7BH,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.402822, -2.341917)",23,231,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16TL,BA1 6TL,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.401401, -2.342193)",23,219,4,1,56
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22SQ,BA2 2SQ,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.355191, -2.383237)",9,67,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20AG,BA2 0AG,http://data.ordnancesurvey.co.uk/id/7000000000025532,Farmborough,"(51.343258, -2.485131)",8,127,16,1,40
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17SY,BA1 7SY,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.400685, -2.30188)",1,43,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24NF,BA2 4NF,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.374122, -2.350725)",33,574,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24DT,BA2 4DT,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.38452, -2.352471)",35,3,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21ER,BA2 1ER,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.381851, -2.399467)",28,479,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15JZ,BA1 5JZ,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.393527, -2.359167)",21,237,7,1,59
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12EW,BA1 2EW,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.385526, -2.36445)",35,21,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16NH,BA1 6NH,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.399103, -2.358966)",23,226,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22AD,BA2 2AD,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.370755, -2.366631)",18,254,17,1,3
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24BL,BA2 4BL,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.383303, -2.356457)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22NY,BA2 2NY,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.36044, -2.378469)",18,260,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11JX,BA1 1JX,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.380287, -2.357568)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17TL,BA1 7TL,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.398194, -2.294676)",1,44,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16AB,BA1 6AB,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.390481, -2.355521)",36,485,6,1,96
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16FW,BA1 6FW,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.392448, -2.350276)",36,487,6,1,95
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15NA,BA1 5NA,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.386978, -2.360193)",35,17,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25JT,BA2 5JT,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.356589, -2.350404)",19,104,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24NW,BA2 4NW,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.372506, -2.349807)",33,574,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23LP,BA2 3LP,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.374445, -2.379648)",31,350,14,1,64
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13AF,BA1 3AF,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.384116, -2.372572)",34,205,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12SG,BA1 2SG,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.389138, -2.365283)",21,246,7,1,2
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11EA,BA1 1EA,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.381795, -2.361316)",35,10,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25EL,BA2 5EL,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.360438, -2.343884)",19,103,18,1,37
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA19AG,BA1 9AG,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.401778, -2.434544)",1,50,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23RD,BA2 3RD,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.380268, -2.38063)",32,528,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21PN,BA2 1PN,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.373619, -2.403504)",27,452,15,1,86
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14JP,BA1 4JP,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.401867, -2.396709)",20,556,5,1,105
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25DR,BA2 5DR,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.360989, -2.352104)",19,107,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15EZ,BA1 5EZ,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.392647, -2.367582)",21,242,7,1,2
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13BH,BA1 3BH,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.385946, -2.379312)",34,203,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21DA,BA2 1DA,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.379713, -2.3935)",28,466,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25EY,BA2 5EY,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.360979, -2.34363)",19,114,18,1,37
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13LB,BA1 3LB,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.384754, -2.394678)",29,323,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15AH,BA1 5AH,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.38208, -2.359422)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21LX,BA2 1LX,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.377149, -2.38855)",32,532,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17LJ,BA1 7LJ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.420726, -2.291916)",1,41,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26AL,BA2 6AL,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.376257, -2.349347)",33,568,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22RU,BA2 2RU,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.359448, -2.379222)",30,334,19,1,60
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23QA,BA2 3QA,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.376247, -2.381387)",32,533,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16BT,BA1 6BT,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.395309, -2.352827)",36,484,6,1,93
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18DN,BA1 8DN,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.405047, -2.352787)",1,47,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11JP,BA1 1JP,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378177, -2.356733)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10FL,BA1 0FL,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16HU,BA1 6HU,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.39703, -2.357555)",23,213,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16RR,BA1 6RR,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.396569, -2.346498)",23,225,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22ED,BA2 2ED,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.367603, -2.371159)",18,257,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24LS,BA2 4LS,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.370286, -2.358209)",33,575,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17BW,BA1 7BW,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.399135, -2.342047)",23,220,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20LL,BA2 0LL,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.333864, -2.480152)",14,456,16,1,88
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12QA,BA1 2QA,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.38756, -2.364006)",35,18,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15BN,BA1 5BN,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.384866, -2.359803)",35,11,7,1,20
