postcode,status,has_lines_below_2m,average_speed,median_speed,max_speed,has_fibre,connections,longitude,latitude,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
BA21LG,OK,N,28.3,25,30,Y,4,-2.3947798014123,51.3680321096495,"(51.368032, -2.39478)",27,84,446,15,1
BA20EG,No Data,,,,,N,0,-2.48372078649998,51.3497599458312,"(51.34976, -2.483721)",8,40,127,16,1
BA15TH,Insufficient Premises,,,,,Y,2,-2.37141287919426,51.4040752854079,"(51.404075, -2.371413)",1,25,47,10,1
BS395SB,OK,N,7.1,6.5,10.3,N,5,-2.54399714806389,51.3313050188233,"(51.331305, -2.543997)",5,35,100,20,1
BA13JE,OK,Y,11.6,5.7,30,Y,12,-2.3976709623767,51.3833891475874,"(51.383389, -2.397671)",29,17,323,8,1
BA26ET,Insufficient Premises,,,,,Y,2,-2.33241674577022,51.3771725029336,"(51.377173, -2.332417)",22,29,580,12,1
BA20GE,Insufficient Premises,,,,,N,2,-2.47397137931495,51.3358895423121,"(51.33589, -2.473971)",14,88,456,16,1
BA33YF,OK,N,8.9,7,30,Y,32,-2.46580998381989,51.2841294042299,"(51.284129, -2.46581)",26,98,514,26,1
BA27TA,Insufficient Premises,,,,,N,2,-2.32047753636566,51.3319684509771,"(51.331968, -2.320478)",10,113,54,10,1
BA11JQ,OK,N,13.4,14.2,21.8,Y,14,-2.35725947186443,51.3791584379264,"(51.379158, -2.357259)",35,21,13,7,1
BA23RP,OK,N,24.5,16.4,30,Y,11,-2.38183431285052,51.3814996493423,"(51.3815, -2.381834)",32,103,578,13,1
BA25PG,OK,N,17.1,18.2,22,N,13,-2.35762093764779,51.3610210698207,"(51.361021, -2.357621)",19,36,116,18,1
BA33HS,OK,N,18.7,19.2,23.4,N,8,-2.44318803991878,51.2950074783681,"(51.295007, -2.443188)",12,77,411,24,1
BS408WP,No premises,,,,,N,0,-2.63293171015428,51.3501275244517,"(51.350128, -2.632932)",6,31,82,21,1
BA14NP,OK,Y,17.2,4.1,30,Y,16,-2.39548823057565,51.403546884037,"(51.403547, -2.395488)",20,105,555,5,1
BS312LW,OK,N,27.1,25.9,30,Y,12,-2.51507839843527,51.4083781735961,"(51.408378, -2.515078)",24,48,170,1,1
BA12QH,No Data,,,,,Y,0,-2.3624160737133,51.3862280392767,"(51.386228, -2.362416)",35,22,25,7,1
BA19BY,Insufficient Premises,,,,,N,2,-2.40923495837114,51.424845831555,"(51.424846, -2.409235)",1,25,50,10,1
BS397SF,OK,Y,11.1,8,30,Y,16,-2.49274164382891,51.3005461427211,"(51.300546, -2.492742)",13,67,372,23,1
BS395BZ,OK,Y,9,8.1,23.3,N,5,-2.54416577717874,51.3200914338048,"(51.320091, -2.544166)",2,7,268,20,1
BA23BQ,Insufficient Data,,,,,Y,2,-2.37151817421644,51.379824411237,"(51.379824, -2.371518)",33,112,559,12,1
BA22NZ,OK,N,16.6,13.1,30,Y,10,-2.37722079658237,51.3638998548911,"(51.3639, -2.377221)",30,62,341,19,1
BS312JP,OK,N,22.7,20,30,Y,10,-2.51033525353236,51.4110874449791,"(51.411087, -2.510335)",24,48,165,1,1
BA10NE,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA22RZ,OK,N,23.1,14.6,30,Y,18,-2.38132137162454,51.3578261514193,"(51.357826, -2.381321)",30,60,333,19,1
BA21SH,OK,Y,15,2.4,30,Y,27,-2.40404904632375,51.3831605069113,"(51.383161, -2.404049)",28,91,477,11,1
BS397AH,OK,Y,2.6,2.5,4,N,36,-2.50454334240251,51.3094067795673,"(51.309407, -2.504543)",13,69,581,23,1
BA29AT,Insufficient Premises,,,,,N,2,-2.44171486892696,51.3849936834006,"(51.384994, -2.441715)",8,41,125,16,1
BA34AB,OK,N,14.6,14.3,30,Y,18,-2.47774546084569,51.280538492793,"(51.280538, -2.477745)",25,12,295,27,1
BA15PG,OK,N,29.3,30,30,Y,3,-2.36325962785155,51.3911258887692,"(51.391126, -2.36326)",21,2,241,7,1
BA21AD,Insufficient Data,,,,,Y,1,-2.38372381639073,51.3754870203642,"(51.375487, -2.383724)",32,101,533,13,1
BS408SN,OK,N,17.6,19.7,24.4,N,9,-2.60911057225492,51.3653510753307,"(51.365351, -2.609111)",6,31,78,21,1
BA33TU,OK,N,20.7,12.8,30,Y,34,-2.45915500364209,51.286817294047,"(51.286817, -2.459155)",26,99,506,26,1
BA17RX,Insufficient Data,,,,,N,1,-2.3223507698903,51.4045532888317,"(51.404553, -2.322351)",1,23,32,10,1
BA28AF,OK,Y,24.5,20,30,Y,9,-2.43269770582142,51.3172025754352,"(51.317203, -2.432698)",15,71,392,22,1
BA33LE,OK,Y,28.4,14.8,30,Y,15,-2.44049999747713,51.2913759310397,"(51.291376, -2.4405)",12,76,415,24,1
BS312RY,OK,N,17,16.7,30,Y,6,-2.51229785501794,51.4052972256338,"(51.405297, -2.512298)",37,51,177,2,1
BS395TB,OK,N,8.1,8.1,8.1,N,4,-2.54763948666308,51.3310182841424,"(51.331018, -2.547639)",5,35,98,20,1
BA20ET,Insufficient Premises,,,,,N,2,-2.48356708986031,51.3215263675719,"(51.321526, -2.483567)",14,88,456,16,1
BA15NW,OK,N,13,11.5,30,Y,24,-2.35617377230058,51.3910667289293,"(51.391067, -2.356174)",36,96,485,6,1
BS312UG,OK,N,11,6.8,19.8,Y,5,-2.49243632271172,51.4166309848817,"(51.416631, -2.492436)",16,45,152,3,1
BS312EG,OK,N,30,20.4,30,Y,13,-2.51160172968084,51.4150562424904,"(51.415056, -2.511602)",24,48,161,1,1
BA28AU,Insufficient Premises,,,,,Y,2,-2.43272360802997,51.32605040617,"(51.32605, -2.432724)",9,28,66,22,1
BA24EN,OK,N,15.6,8.9,30,Y,8,-2.34936932778853,51.3826710184136,"(51.382671, -2.349369)",22,30,75,12,1
BS312TA,Insufficient Premises,,,,,N,2,-2.4849894381497,51.3910087769219,"(51.391009, -2.484989)",16,44,151,3,1
BA33XL,OK,N,18.3,10.9,30,Y,3,-2.46971153783144,51.2870811237005,"(51.287081, -2.469712)",26,97,509,26,1
BS396YZ,No premises,,,,,N,0,-2.52201948632942,51.3121176181724,"(51.312118, -2.522019)",3,43,136,23,1
BS397XL,OK,Y,17.9,3.4,30,Y,10,-2.50977934717062,51.3054816359112,"(51.305482, -2.509779)",13,68,364,23,1
BA16RN,OK,N,28.9,23.5,30,Y,6,-2.34587990636796,51.3963127498437,"(51.396313, -2.34588)",23,58,214,4,1
BS312SS,OK,Y,4.6,4,8.2,N,7,-2.50277459213622,51.3916441308477,"(51.391644, -2.502775)",8,41,122,16,1
BS312LQ,OK,Y,23.7,17.9,30,Y,27,-2.51353870730054,51.4095448603859,"(51.409545, -2.513539)",24,48,168,1,1
BS312WD,Insufficient Premises,,,,,Y,2,-2.50820188755093,51.4183799745976,"(51.41838, -2.508202)",24,48,161,1,1
BA20PY,No Data,,,,,N,0,-2.45768057033092,51.311577594882,"(51.311578, -2.457681)",9,28,63,22,1
BA29HZ,Insufficient Premises,,,,,N,2,-2.45956968437846,51.3656287522304,"(51.365629, -2.45957)",8,40,130,16,1
BA28DX,OK,N,23.1,12.2,30,Y,8,-2.42462383836704,51.316144134891,"(51.316144, -2.424624)",15,71,382,22,1
BA28QA,OK,Y,2,2.2,2.9,N,13,-2.37819539949347,51.3218063322552,"(51.321806, -2.378195)",10,114,61,10,1
BA23EG,No premises,,,,,Y,0,-2.36549890631208,51.3781619073488,"(51.378162, -2.365499)",33,109,561,12,1
BA15PQ,OK,N,14.7,9.7,30,Y,8,-2.36213466137573,51.3906258392456,"(51.390626, -2.362135)",21,2,241,7,1
BA12SA,OK,Y,18.6,17.1,30,Y,35,-2.36428839364289,51.3885600660795,"(51.38856, -2.364288)",21,2,247,7,1
BA21ST,OK,Y,29.6,12,30,Y,6,-2.40127861508303,51.3818482535801,"(51.381848, -2.401279)",28,91,468,11,1
BA13NW,Insufficient Premises,,,,,Y,2,-2.38912123640599,51.3935694767256,"(51.393569, -2.389121)",29,16,316,8,1
BA29AH,OK,Y,2.6,2.8,4.7,N,5,-2.43976555073791,51.3870151594677,"(51.387015, -2.439766)",8,41,125,16,1
BA22JR,OK,Y,15.1,9.8,30,Y,15,-2.38642498461502,51.3703888327524,"(51.370389, -2.386425)",32,104,536,13,1
BA27BL,Insufficient Data,,,,,N,2,-2.31219895460411,51.3620232019308,"(51.362023, -2.312199)",1,27,49,10,1
BS140BS,OK,N,30,30,30,Y,5,-2.56031977375352,51.4056528497302,"(51.405653, -2.56032)",7,75,404,20,1
BA22NU,OK,N,27.7,17.1,30,Y,6,-2.37693807396357,51.3627048669583,"(51.362705, -2.376938)",18,4,259,17,1
BS406JJ,No Data,,,,,N,0,-2.6524196329983,51.309853963754,"(51.309854, -2.65242)",4,32,86,21,1
BA22JT,OK,N,20.7,9.6,30,Y,13,-2.38373103611894,51.3729153698222,"(51.372915, -2.383731)",32,104,534,13,1
BA33NW,OK,N,19.7,11.2,30,Y,14,-2.43586340718321,51.2893881099656,"(51.289388, -2.435863)",12,78,418,24,1
BS396TJ,Insufficient Premises,,,,,N,2,-2.53221529681817,51.3067125688698,"(51.306713, -2.532215)",3,43,136,23,1
BA13BU,OK,N,17.9,13.5,30,Y,26,-2.38426558998454,51.3852771974587,"(51.385277, -2.384266)",34,54,206,9,1
BA28SR,OK,Y,30,30,30,Y,32,-2.41924944165416,51.3136907625296,"(51.313691, -2.419249)",15,72,376,22,1
BA19AE,OK,Y,1.9,1.2,3.7,Y,5,-2.42880277557727,51.3933859589063,"(51.393386, -2.428803)",1,25,50,10,1
BS395PS,OK,Y,3.5,3.5,6.3,N,19,-2.59740453601872,51.334497554775,"(51.334498, -2.597405)",4,33,89,21,1
BA25DH,Insufficient Premises,,,,,N,2,-2.34569430896452,51.3621718650569,"(51.362172, -2.345694)",19,37,109,18,1
BA10SL,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BS397ND,OK,Y,11.9,3.2,30,Y,13,-2.50773596244766,51.3023074046864,"(51.302307, -2.507736)",13,67,368,23,1
BA32EU,OK,N,17.1,24,24.4,N,3,-2.48268007219076,51.284879300099,"(51.284879, -2.48268)",25,13,305,27,1
BA33AD,No Data,,,,,N,0,-2.44846479055944,51.2934227970219,"(51.293423, -2.448465)",12,79,413,24,1
BS408QT,Insufficient Premises,,,,,N,2,-2.62578906413805,51.3675920186849,"(51.367592, -2.625789)",6,31,79,21,1
BA26NB,OK,N,14.7,9.8,30,Y,23,-2.35299023975043,51.386382714697,"(51.386383, -2.35299)",35,21,19,7,1
BA25JA,OK,N,14.2,14.4,17.4,N,3,-2.34924370364071,51.3586275866952,"(51.358628, -2.349244)",19,38,104,18,1
BA26TF,OK,Y,2.7,2.5,4.4,Y,4,-2.32311418691271,51.3945704530522,"(51.39457, -2.323114)",1,27,30,10,1
BS394EE,OK,Y,3.3,2.8,5,N,9,-2.56839462871778,51.3635236181631,"(51.363524, -2.568395)",5,34,102,20,1
BA33SF,OK,N,12,12.9,15.4,Y,4,-2.4555672372444,51.2894209689609,"(51.289421, -2.455567)",26,99,521,26,1
BA11QU,Insufficient Premises,,,,,N,2,-2.36039796420724,51.3799490807808,"(51.379949, -2.360398)",35,20,12,7,1
BS319AE,No premises,,,,,N,0,-2.49892474066113,51.4155874740204,"(51.415587, -2.498925)",24,49,158,1,1
BA12AS,OK,N,12.3,13.1,16.6,N,4,-2.36553438223459,51.382612682552,"(51.382613, -2.365534)",34,115,212,9,1
BA32QX,OK,N,16.3,16.4,17,Y,8,-2.49214280913214,51.2861347185684,"(51.286135, -2.492143)",25,14,301,27,1
BA34NN,OK,N,20.4,14.6,30,Y,34,-2.47645308815435,51.2817306883632,"(51.281731, -2.476453)",26,100,517,26,1
BA23EP,OK,N,15.3,14.8,21.3,N,13,-2.37699142637005,51.3814344148804,"(51.381434, -2.376991)",32,103,538,13,1
BS395UB,No Data,,,,,N,0,-2.59806003805889,51.335231538158,"(51.335232, -2.59806)",4,33,89,21,1
BS140QB,OK,Y,25,20,30,Y,26,-2.55707515561957,51.4072059044674,"(51.407206, -2.557075)",7,75,401,20,1
BS313HW,OK,N,14.1,14.1,20,N,4,-2.45461118978581,51.3972269895069,"(51.397227, -2.454611)",17,81,423,16,1
BA16JN,OK,N,14.7,7.3,30,Y,15,-2.35484198401037,51.3972570375643,"(51.397257, -2.354842)",23,57,228,4,1
BS394AR,No Data,,,,,N,0,-2.5477938811207,51.3692416409717,"(51.369242, -2.547794)",7,74,397,20,1
BA23PB,OK,N,30,30,30,Y,14,-2.37511218965241,51.3747865957719,"(51.374787, -2.375112)",31,64,352,14,1
BS394JL,OK,Y,3.1,3.3,4.1,N,7,-2.5651479360746,51.3728098387985,"(51.37281, -2.565148)",5,34,101,20,1
BS312SG,OK,Y,2.7,3.1,3.7,N,5,-2.51363426131214,51.4001121580894,"(51.400112, -2.513634)",37,51,177,2,1
BA16DD,OK,N,18.3,13.3,30,Y,13,-2.35542812020008,51.3912847944695,"(51.391285, -2.355428)",36,94,495,6,1
BA12UX,OK,N,15,6.7,30,Y,3,-2.37918305910944,51.3945102335197,"(51.39451, -2.379183)",20,107,548,5,1
BA11XB,OK,N,17.6,18.6,21.6,N,8,-2.36507047481218,51.3802942744664,"(51.380294, -2.36507)",34,55,196,9,1
BA22AF,Insufficient Data,,,,,N,2,-2.38675951909415,51.3623581266683,"(51.362358, -2.38676)",30,62,576,19,1
BS395XP,OK,Y,2.3,2.1,4,N,5,-2.60424988569908,51.3300024796662,"(51.330002, -2.60425)",4,33,89,21,1
BA22PJ,Insufficient Data,,,,,Y,2,-2.38309762928833,51.3641595173369,"(51.36416, -2.383098)",30,62,338,19,1
BA15EE,OK,N,28.2,16,30,Y,12,-2.36246813065305,51.3891771481628,"(51.389177, -2.362468)",21,59,243,7,1
BA24NZ,No Data,,,,,Y,0,-2.35093377879631,51.3749244969324,"(51.374924, -2.350934)",33,110,574,12,1
BA23EA,OK,N,30,30,30,Y,4,-2.38419422836026,51.3819055485729,"(51.381906, -2.384194)",32,103,578,13,1
BA28QH,Insufficient Premises,,,,,N,2,-2.37397255316084,51.323096733329,"(51.323097, -2.373973)",10,114,60,10,1
BA26BB,No Data,,,,,N,0,-2.34783900620383,51.3722542061249,"(51.372254, -2.347839)",33,110,558,12,1
BA18BQ,Insufficient Premises,,,,,Y,2,-2.34337809701382,51.4057973135393,"(51.405797, -2.343378)",1,25,51,10,1
BS396UG,OK,N,5.4,5.4,6.8,N,4,-2.53033823367283,51.2981968118813,"(51.298197, -2.530338)",3,43,133,23,1
BS408PX,OK,N,15,17.3,20.1,N,6,-2.61869532274376,51.3677735751849,"(51.367774, -2.618695)",6,31,81,21,1
BA27SY,OK,N,4.1,4.8,4.9,N,3,-2.33410472728142,51.320915433163,"(51.320915, -2.334105)",10,114,55,10,1
BS406LA,OK,N,6.3,6.3,8.1,N,4,-2.65200182580923,51.3097304050621,"(51.30973, -2.652002)",4,32,86,21,1
BS312NW,OK,Y,17.2,20,30,Y,8,-2.50810845409667,51.4086603786071,"(51.40866, -2.508108)",37,53,187,2,1
BA11XA,OK,N,19.4,20.9,23.7,N,19,-2.36475043976326,51.3798007288675,"(51.379801, -2.36475)",34,55,196,9,1
BA26SX,OK,Y,2.3,2.7,3.3,Y,4,-2.32357982968465,51.3953784164923,"(51.395378, -2.32358)",1,27,30,10,1
BA16PB,OK,Y,12.2,5.5,30,Y,29,-2.35098370293491,51.400217927858,"(51.400218, -2.350984)",23,56,221,4,1
BA29AQ,OK,Y,3.8,2.3,17,N,9,-2.43856576180678,51.3877839524578,"(51.387784, -2.438566)",8,41,125,16,1
BS396HH,Insufficient Data,,,,,N,2,-2.50816863792999,51.3206938233431,"(51.320694, -2.508169)",3,42,135,23,1
BA26JN,OK,Y,17.6,8.3,30,Y,9,-2.34473786699273,51.383979546964,"(51.38398, -2.344738)",22,30,72,12,1
BS395XH,OK,Y,1.5,1.6,2.5,N,4,-2.59908802622648,51.3315036659156,"(51.331504, -2.599088)",4,33,92,21,1
BA20AJ,OK,N,6.1,5.8,10.5,N,12,-2.48746297411403,51.3438278407815,"(51.343828, -2.487463)",8,40,128,16,1
BA10SU,No Data,,,,,N,0,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA33SB,OK,Y,11.9,13.3,16.9,Y,6,-2.4592921504994,51.2890647193887,"(51.289065, -2.459292)",26,99,507,26,1
BA14EE,OK,Y,10.9,3.5,30,Y,25,-2.39185029648076,51.3950440038001,"(51.395044, -2.39185)",20,108,545,5,1
BA23PW,OK,N,30,15.4,30,Y,8,-2.37913030764279,51.3777049487343,"(51.377705, -2.37913)",31,63,346,14,1
BS394NR,No Data,,,,,N,0,-2.52536682716238,51.3551823727821,"(51.355182, -2.525367)",5,34,94,20,1
BA17TT,OK,Y,6.1,6.3,13.7,N,29,-2.298663346394,51.4008396056346,"(51.40084, -2.298663)",1,26,43,10,1
BA26SN,OK,N,4.6,5,5.6,N,4,-2.33174454623857,51.3934853061234,"(51.393485, -2.331745)",1,27,29,10,1
BA11QZ,OK,N,18.8,18.8,21.8,N,4,-2.36057455328976,51.3804790467434,"(51.380479, -2.360575)",35,20,12,7,1
BA20EG,Insufficient Premises,,,,,N,2,-2.48372078649998,51.3497599458312,"(51.34976, -2.483721)",8,40,127,16,1
BA12DP,No premises,,,,,N,0,-2.36225910680483,51.3827307607505,"(51.382731, -2.362259)",35,20,11,7,1
BA25JQ,OK,N,11.3,11.3,18.8,N,20,-2.34815755044942,51.3593321757127,"(51.359332, -2.348158)",19,38,117,18,1
BA29HH,Insufficient Data,,,,,N,2,-2.47622622771999,51.3553835416461,"(51.355384, -2.476226)",8,40,130,16,1
BA27AT,OK,Y,26.6,7,30,Y,27,-2.32903029511036,51.3757703732783,"(51.37577, -2.32903)",22,29,70,12,1
BA16QY,Insufficient Premises,,,,,Y,2,-2.34562742553894,51.3971407279209,"(51.397141, -2.345627)",23,56,229,4,1
BS395UD,Insufficient Data,,,,,N,2,-2.60220621871028,51.3339604229858,"(51.33396, -2.602206)",4,33,89,21,1
BA23BJ,No Data,,,,,Y,0,-2.36388538472949,51.3776184393042,"(51.377618, -2.363885)",33,109,561,12,1
BA10QX,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA35TU,Insufficient Premises,,,,,N,2,-2.4341638480787,51.2931620094001,"(51.293162, -2.434164)",12,77,407,24,1
BA21LA,OK,Y,20,20,30,Y,24,-2.39811271475541,51.3697202594093,"(51.36972, -2.398113)",27,84,444,15,1
BA24JQ,OK,N,7.5,8.9,9.5,Y,7,-2.35123614684247,51.3787630424332,"(51.378763, -2.351236)",33,111,564,12,1
BA10TX,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA33ZA,No premises,,,,,N,0,-2.44678220204705,51.2914690105397,"(51.291469, -2.446782)",12,79,413,24,1
BS140PQ,OK,N,28.5,21.9,30,Y,5,-2.55842363337608,51.4093215256886,"(51.409322, -2.558424)",7,75,401,20,1
BS140TS,OK,N,23.6,25.5,30,Y,9,-2.55568803703302,51.4054501186169,"(51.40545, -2.555688)",7,75,403,20,1
BA14DP,OK,Y,12.6,3.2,30,Y,17,-2.40025539850537,51.399610324946,"(51.39961, -2.400255)",1,25,48,10,1
BA20EB,OK,N,5.5,5.6,8.5,N,12,-2.4385827383663,51.3339503627519,"(51.33395, -2.438583)",9,28,66,22,1
BA34PT,Insufficient Data,,,,,N,2,-2.58173871296523,51.2966667996828,"(51.296667, -2.581739)",2,6,273,21,1
BS312SQ,OK,Y,3.9,4.4,6,N,8,-2.52591350125968,51.4003813749655,"(51.400381, -2.525914)",8,41,122,16,1
BA24EX,Insufficient Premises,,,,,Y,2,-2.35276853964987,51.379981305399,"(51.379981, -2.352769)",33,111,562,12,1
BA12AT,OK,N,21,22.2,23.1,Y,6,-2.36693119485715,51.3829859648686,"(51.382986, -2.366931)",34,115,212,9,1
BA24NL,OK,Y,5.3,5.3,9.3,Y,3,-2.34983732252655,51.3743253344601,"(51.374325, -2.349837)",33,110,574,12,1
BA33EB,OK,N,20,14.9,30,Y,4,-2.45387364337951,51.3023578157616,"(51.302358, -2.453874)",12,76,405,24,1
BA21SY,Insufficient Premises,,,,,Y,2,-2.40199531490653,51.3816479782927,"(51.381648, -2.401995)",28,92,478,11,1
BA13DQ,No Data,,,,,Y,0,-2.38517876000699,51.3845009125227,"(51.384501, -2.385179)",34,54,207,9,1
BA15HP,Insufficient Premises,,,,,Y,2,-2.36098437336749,51.3887321475154,"(51.388732, -2.360984)",21,59,245,7,1
BA13DL,OK,N,7.9,8.9,10.5,Y,7,-2.38232969237258,51.3840426810053,"(51.384043, -2.38233)",34,54,207,9,1
BA20DZ,OK,N,4.4,4.5,7.2,N,13,-2.43862279453446,51.33363550045,"(51.333636, -2.438623)",9,28,66,22,1
BS408UZ,OK,Y,5.8,6.6,7.6,N,5,-2.6395488038684,51.3520068301363,"(51.352007, -2.639549)",6,31,82,21,1
BA25SD,Insufficient Premises,,,,,N,2,-2.36168585054491,51.353770245789,"(51.35377, -2.361686)",10,113,59,10,1
BA25AJ,Insufficient Premises,,,,,N,2,-2.34865819634731,51.3722967281508,"(51.372297, -2.348658)",33,110,558,12,1
BA15AN,No premises,,,,,Y,0,-2.35887287284313,51.3833616134247,"(51.383362, -2.358873)",35,20,11,7,1
BS397LT,OK,Y,9.2,4.1,30,Y,16,-2.50609268120022,51.3041848248951,"(51.304185, -2.506093)",13,68,365,23,1
BA32QY,OK,N,17.3,17.3,18.5,Y,3,-2.49216493660171,51.2868629666243,"(51.286863, -2.492165)",25,14,301,27,1
BA22DL,OK,N,27.5,20,30,Y,38,-2.37599177805617,51.3716726458392,"(51.371673, -2.375992)",31,65,356,14,1
BA24RF,OK,Y,28.4,10.9,30,Y,35,-2.36474234138591,51.373362700868,"(51.373363, -2.364742)",18,3,265,17,1
BA16LU,OK,N,24.9,8.9,30,Y,13,-2.34915858132725,51.3946215797864,"(51.394622, -2.349159)",36,95,504,6,1
BA28NH,No Data,,,,,Y,0,-2.40262957737276,51.3065556688468,"(51.306556, -2.40263)",10,114,57,10,1
BA17HD,No Data,,,,,N,0,-2.31968818524069,51.4123653274599,"(51.412365, -2.319688)",1,23,40,10,1
BS394NP,No Data,,,,,N,0,-2.52613790700022,51.3560511125102,"(51.356051, -2.526138)",5,34,94,20,1
BA17SD,OK,N,10.5,10.4,18,N,6,-2.30736818761424,51.3998819496734,"(51.399882, -2.307368)",1,26,42,10,1
BS313HQ,OK,N,15,8.1,30,N,10,-2.45629531786628,51.4017972070666,"(51.401797, -2.456295)",17,81,431,16,1
BA13DG,OK,N,24.7,10.2,30,Y,9,-2.3837990585279,51.3844784672929,"(51.384478, -2.383799)",34,54,207,9,1
BA23AZ,No premises,,,,,Y,0,-2.36608776190827,51.378133092795,"(51.378133, -2.366088)",33,109,561,12,1
BA18AU,Insufficient Premises,,,,,N,2,-2.35878637289981,51.4127016655376,"(51.412702, -2.358786)",1,25,47,10,1
BA21PA,OK,Y,16,8.4,30,Y,8,-2.39003607706075,51.3760865930722,"(51.376087, -2.390036)",27,85,449,15,1
BS408QP,OK,Y,3.3,2.3,6.6,N,3,-2.62519377449095,51.3755619147195,"(51.375562, -2.625194)",6,31,79,21,1
BA12DL,No premises,,,,,N,0,-2.36426805489303,51.3823828447282,"(51.382383, -2.364268)",34,55,193,9,1
BS394AN,OK,Y,5.8,7.6,8.1,N,3,-2.54851729968798,51.3708747544565,"(51.370875, -2.548517)",7,74,400,20,1
BS406JG,OK,N,5.8,6,7.7,N,21,-2.66367530341953,51.3133784576924,"(51.313378, -2.663675)",4,32,87,21,1
BA16JD,No Data,,,,,Y,0,-2.35532860700742,51.3951335298525,"(51.395134, -2.355329)",36,93,502,6,1
BA11AA,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA11SF,No Data,,,,,N,0,-2.36174257172798,51.3810059538894,"(51.381006, -2.361743)",35,20,10,7,1
BA16TL,OK,Y,9.5,3.9,30,Y,14,-2.34219515446401,51.4014038599116,"(51.401404, -2.342195)",23,56,219,4,1
BS313BZ,OK,N,16,8.1,30,N,8,-2.46368788190274,51.4049961891855,"(51.404996, -2.463688)",17,80,428,16,1
BA13HB,OK,N,10.4,11.2,11.9,Y,5,-2.39350961223036,51.3840685895199,"(51.384069, -2.39351)",29,15,324,8,1
BS406NQ,OK,N,7.1,7.2,7.6,N,4,-2.63973715502739,51.3211997621743,"(51.3212, -2.639737)",4,32,87,21,1
BA21NY,OK,N,30,30,30,Y,6,-2.40420704464309,51.3766319885808,"(51.376632, -2.404207)",28,90,473,11,1
BA24RE,No premises,,,,,Y,0,-2.36030882790631,51.3722614565326,"(51.372261, -2.360309)",33,110,575,12,1
BA20DB,OK,Y,6.9,8.1,10.9,N,8,-2.48416739640875,51.3444529555503,"(51.344453, -2.484167)",8,40,129,16,1
BA24PS,OK,N,11.5,12,18.2,Y,12,-2.36082909243376,51.3763061181499,"(51.376306, -2.360829)",33,109,571,12,1
BS406NJ,Insufficient Premises,,,,,N,2,-2.64364737271384,51.3370669324065,"(51.337067, -2.643647)",6,31,84,21,1
BA16ND,Insufficient Premises,,,,,Y,2,-2.35085865547398,51.3989055207571,"(51.398906, -2.350859)",23,57,227,4,1
BA27JP,Insufficient Premises,,,,,Y,2,-2.32625644863442,51.379671534809,"(51.379672, -2.326256)",22,29,580,12,1
BA29DG,Insufficient Premises,,,,,N,2,-2.43726766833584,51.3782486101554,"(51.378249, -2.437268)",9,28,68,22,1
BA19BL,Insufficient Premises,,,,,N,2,-2.39730061050163,51.4136114015138,"(51.413611, -2.397301)",1,25,47,10,1
BA23PJ,OK,N,14.5,12,30,Y,6,-2.37870607947439,51.3767891684183,"(51.376789, -2.378706)",31,63,347,14,1
BA20LD,OK,Y,11.2,8.1,23.8,N,11,-2.47660659298562,51.3256192083828,"(51.325619, -2.476607)",14,87,461,16,1
BA24HX,No Data,,,,,Y,0,-2.35423818171621,51.3786460988894,"(51.378646, -2.354238)",33,111,564,12,1
BS313AW,OK,N,16.1,20,30,N,15,-2.46591718412165,51.4022628650148,"(51.402263, -2.465917)",17,82,432,16,1
BA22RL,OK,Y,30,30,30,Y,9,-2.39850844337486,51.3673181255202,"(51.367318, -2.398508)",27,84,444,15,1
BA27JE,Insufficient Premises,,,,,N,2,-2.322356392858,51.3583450391841,"(51.358345, -2.322356)",10,113,56,10,1
BA24BG,OK,N,30,30,30,Y,5,-2.34845085255765,51.3847148664895,"(51.384715, -2.348451)",22,30,74,12,1
BA10SG,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BS312AW,OK,N,11.7,11.4,19.5,N,20,-2.51453877920904,51.4179386987148,"(51.417939, -2.514539)",24,48,161,1,1
BA17BN,OK,N,4.5,4.6,5.9,Y,4,-2.34169748996288,51.4002094232245,"(51.400209, -2.341697)",23,58,220,4,1
BA28LW,No Data,,,,,Y,0,-2.42255785424692,51.2989952298445,"(51.298995, -2.422558)",15,72,377,22,1
BA15NN,OK,N,19.5,12.3,30,Y,15,-2.35650348086849,51.3909578256414,"(51.390958, -2.356503)",36,96,485,6,1
BA25RY,OK,Y,10.9,14.3,19.8,N,6,-2.36538995850258,51.3554671722802,"(51.355467, -2.36539)",18,4,262,17,1
BS397PZ,OK,Y,10.7,3.6,30,Y,22,-2.49715956196353,51.3085122141758,"(51.308512, -2.49716)",13,69,361,23,1
