postcode,status,has_lines_below_2m,average_speed,median_speed,max_speed,has_fibre,connections,longitude,latitude,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
BA24DU,OK,Y,20.7,13.6,30,Y,34,-2.35241515030436,51.38447821104,"(51.384478, -2.352415)",35,21,3,7,1
BA20AQ,OK,Y,6.9,6.7,11.9,N,28,-2.48631718527688,51.3427356086727,"(51.342736, -2.486317)",8,40,127,16,1
BA11SR,Insufficient Data,,,,,N,1,-2.35616143526469,51.3783795058914,"(51.37838, -2.356161)",35,21,13,7,1
BS394BJ,No Data,,,,,N,0,-2.54679147104573,51.3707119813042,"(51.370712, -2.546791)",7,74,400,20,1
BS408YT,OK,Y,0.8,0.9,0.9,N,3,-2.68330786282219,51.338793440748,"(51.338793, -2.683308)",4,32,88,21,1
BA33DG,OK,N,13.6,11.8,28.3,Y,5,-2.45930305273592,51.3045216503002,"(51.304522, -2.459303)",12,76,405,24,1
BA33NA,OK,N,29.4,30,30,Y,4,-2.42762899622423,51.2905964202244,"(51.290596, -2.427629)",12,78,416,24,1
BS311QR,OK,N,22.9,20,30,Y,13,-2.48522593901303,51.4079211666822,"(51.407921, -2.485226)",16,47,141,3,1
BS397PS,OK,Y,22.7,21.5,30,Y,4,-2.49244160181864,51.3113735756878,"(51.311374, -2.492442)",13,69,375,23,1
BA14EQ,OK,Y,12.4,4.6,30,Y,18,-2.39579319523606,51.393915778012,"(51.393916, -2.395793)",29,18,311,8,1
BA15JD,OK,N,12.1,7.9,30,Y,21,-2.35738386363658,51.3932749928388,"(51.393275, -2.357384)",36,94,491,6,1
BS312EU,OK,N,26.7,21.4,30,Y,6,-2.50573017111027,51.4133283592909,"(51.413328, -2.50573)",24,49,164,1,1
BS408UH,Insufficient Premises,,,,,N,2,-2.64799173275012,51.360098006992,"(51.360098, -2.647992)",6,31,84,21,1
BA21NL,OK,Y,30,30,30,Y,33,-2.39857473461489,51.369988439074,"(51.369988, -2.398575)",27,83,443,15,1
BA15NZ,Insufficient Data,,,,,Y,2,-2.35994758172786,51.3902998900442,"(51.3903, -2.359948)",21,59,245,7,1
BA13PA,OK,N,13.7,6.1,30,Y,16,-2.3875675123768,51.3882965139283,"(51.388297, -2.387568)",29,16,316,8,1
BA32BN,OK,N,24.1,14.4,30,Y,7,-2.47660308826984,51.2934464703384,"(51.293446, -2.476603)",11,8,279,25,1
BA28LL,OK,Y,9.5,1.9,30,Y,9,-2.42459175420597,51.303348903669,"(51.303349, -2.424592)",15,72,377,22,1
BA14HT,OK,Y,19.5,4,30,Y,12,-2.3916542141415,51.3990099857669,"(51.39901, -2.391654)",20,106,542,5,1
BS313TH,OK,N,11.8,10.5,20,N,4,-2.46922108013564,51.4062329906562,"(51.406233, -2.469221)",17,82,427,16,1
BS394HY,OK,Y,5.4,5.7,8.1,N,14,-2.53197709697774,51.3778567111284,"(51.377857, -2.531977)",7,74,398,20,1
BA12EN,OK,N,15.7,15.7,16.7,Y,3,-2.36282227611596,51.3848960127883,"(51.384896, -2.362822)",35,22,4,7,1
BA21LQ,OK,N,20.7,25,30,Y,4,-2.39564001497711,51.3695038473385,"(51.369504, -2.39564)",27,84,444,15,1
BS397PQ,OK,Y,12.1,4.1,30,Y,4,-2.49327682832432,51.3089872241939,"(51.308987, -2.493277)",13,69,375,23,1
BA28BS,OK,Y,1.4,1.5,2.1,Y,5,-2.40927982038015,51.3348747266758,"(51.334875, -2.40928)",9,28,65,22,1
BA23JX,OK,Y,30,20,30,Y,21,-2.37056221672386,51.3753226014379,"(51.375323, -2.370562)",33,112,565,12,1
BA28TJ,OK,Y,23.6,1.8,30,Y,33,-2.4177762750492,51.3157821279895,"(51.315782, -2.417776)",15,70,379,22,1
BA16SY,Insufficient Data,,,,,Y,2,-2.34424711719212,51.4009122971235,"(51.400912, -2.344247)",23,56,219,4,1
BA17JT,Insufficient Premises,,,,,N,2,-2.31039962588529,51.4102503056662,"(51.41025, -2.3104)",1,26,36,10,1
BS395TW,OK,Y,2.7,2.7,4.1,N,8,-2.58724795153758,51.3383614668642,"(51.338361, -2.587248)",4,33,91,21,1
BA16QT,Insufficient Data,,,,,Y,2,-2.34853402948707,51.3975457300095,"(51.397546, -2.348534)",23,57,225,4,1
BA18BU,OK,Y,6.6,5.4,14.1,N,15,-2.34758170358917,51.4141201634335,"(51.41412, -2.347582)",1,25,51,10,1
BA13XN,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA21DH,OK,N,30,30,30,Y,4,-2.39307428086884,51.3802216071756,"(51.380222, -2.393074)",28,92,466,11,1
BS394HR,OK,N,6.7,7.1,7.4,N,3,-2.53907023867333,51.3762417325691,"(51.376242, -2.53907)",7,74,398,20,1
BA27WE,OK,N,16,15.6,18,N,3,-2.30511109172695,51.33937375756,"(51.339374, -2.305111)",10,113,53,10,1
BS313LS,OK,Y,23.3,16.8,30,N,12,-2.4635022967197,51.3994400655783,"(51.39944, -2.463502)",17,81,425,16,1
BA19AL,OK,N,3.4,3.3,4.8,Y,9,-2.44050292623329,51.4099141954047,"(51.409914, -2.440503)",1,25,50,10,1
BA21ND,OK,Y,26.3,20.7,30,Y,4,-2.39176471747619,51.3749388764536,"(51.374939, -2.391765)",27,83,453,15,1
BA11UD,Insufficient Premises,,,,,N,2,-2.36066998167898,51.3779970465653,"(51.377997, -2.36067)",35,20,12,7,1
BA32DW,OK,N,17.5,18.9,21.8,Y,6,-2.48010933166487,51.2872367507809,"(51.287237, -2.480109)",11,11,290,25,1
BA22HU,OK,Y,20.4,6.2,30,Y,11,-2.37885942303693,51.36926261692,"(51.369263, -2.378859)",31,65,360,14,1
BS394NN,OK,Y,4.2,4.2,7.2,N,16,-2.52851654913744,51.3555908126034,"(51.355591, -2.528517)",5,34,94,20,1
BS313ES,Insufficient Premises,,,,,N,2,-2.4505530016208,51.40698065531,"(51.406981, -2.450553)",17,80,426,16,1
BS395RX,OK,Y,7.3,8.1,12.4,N,23,-2.5450768979257,51.3315787431413,"(51.331579, -2.545077)",5,35,96,20,1
BA25NR,OK,Y,8.4,5.7,30,Y,10,-2.36488468407952,51.3677784093734,"(51.367778, -2.364885)",18,5,252,17,1
BA21BZ,OK,N,24.4,20,30,Y,18,-2.39243969553964,51.3799449929333,"(51.379945, -2.39244)",28,92,466,11,1
BS408RX,Insufficient Premises,,,,,N,2,-2.60217595609817,51.3710697387195,"(51.37107, -2.602176)",6,31,79,21,1
BA32LT,OK,N,14.7,16.1,18.8,Y,21,-2.49485618269804,51.282436610363,"(51.282437, -2.494856)",25,14,293,27,1
BA26QH,OK,N,17.1,13.1,30,Y,10,-2.35332169784869,51.3883688753511,"(51.388369, -2.353322)",36,96,499,6,1
BA25SH,OK,N,14,14.3,17.8,N,7,-2.36381921257566,51.3529723633907,"(51.352972, -2.363819)",10,113,59,10,1
BS408DT,No Data,,,,,N,0,-2.6851556077702,51.3625750397794,"(51.362575, -2.685156)",4,32,88,21,1
BS312NU,OK,N,24.3,20,30,Y,13,-2.51012832232011,51.4092900099777,"(51.40929, -2.510128)",37,51,185,2,1
BA12XY,OK,N,7.6,7.6,11.4,Y,3,-2.37924483453322,51.389816379807,"(51.389816, -2.379245)",20,107,548,5,1
BA32PB,OK,N,19.5,11.5,30,Y,24,-2.49081537039161,51.2813296430263,"(51.28133, -2.490815)",25,13,294,27,1
BA20AX,OK,N,5.3,5,8.9,N,12,-2.49115419105071,51.3426165085185,"(51.342617, -2.491154)",8,40,128,16,1
BS313BA,OK,N,20.3,20,30,N,8,-2.45884704307491,51.4025245568894,"(51.402525, -2.458847)",17,80,430,16,1
BA24LJ,OK,N,30,21.7,30,Y,9,-2.3644656115692,51.3692723379143,"(51.369272, -2.364466)",18,5,252,17,1
BA20DN,OK,N,6.8,8.1,8.2,N,3,-2.45146697103506,51.3304395488507,"(51.33044, -2.451467)",9,28,62,22,1
BA16DU,OK,N,15.2,10,30,Y,9,-2.35446739240884,51.3934277233509,"(51.393428, -2.354467)",36,94,493,6,1
BA18EL,Insufficient Premises,,,,,N,2,-2.33386692288905,51.4145287170902,"(51.414529, -2.333867)",1,25,34,10,1
BS396EX,Insufficient Premises,,,,,N,2,-2.53113607505177,51.3089114808593,"(51.308911, -2.531136)",3,43,136,23,1
BA24JT,OK,N,16.3,13.4,30,Y,22,-2.35432124965147,51.3763799414924,"(51.37638, -2.354321)",33,111,572,12,1
BS395PJ,Insufficient Data,,,,,N,1,-2.53217197618604,51.3327171289049,"(51.332717, -2.532172)",5,34,95,20,1
BA15SZ,No premises,,,,,Y,0,-2.36488688979619,51.3969474305379,"(51.396947, -2.364887)",21,1,234,7,1
BA39AW,No premises,,,,,N,0,-2.44678220204705,51.2914690105397,"(51.291469, -2.446782)",12,79,413,24,1
BA24NW,OK,N,30,30,30,Y,3,-2.34980910392237,51.3725090961536,"(51.372509, -2.349809)",33,110,574,12,1
BS406BW,OK,N,6.5,6.4,7.6,N,5,-2.62445303812122,51.2999895261036,"(51.29999, -2.624453)",2,6,272,21,1
BA24AH,OK,N,12.6,14.9,16.6,N,4,-2.35575935121819,51.3802599910372,"(51.38026, -2.355759)",35,21,13,7,1
BS312UA,OK,N,30,20,30,Y,19,-2.50187736912612,51.4147116620972,"(51.414712, -2.501877)",24,49,159,1,1
BA27AR,OK,N,9.2,3.9,21.4,Y,3,-2.3245067356277,51.3720064879022,"(51.372006, -2.324507)",22,29,70,12,1
BA27EE,OK,N,4.9,5.6,6.5,N,3,-2.36991731305749,51.3416686197613,"(51.341669, -2.369917)",9,28,64,22,1
BA26JP,No Data,,,,,Y,0,-2.34322671996319,51.3836692772744,"(51.383669, -2.343227)",22,30,72,12,1
BA14LB,OK,Y,14.5,3.9,30,Y,16,-2.4014853260655,51.4038142143242,"(51.403814, -2.401485)",20,105,552,5,1
BS408TA,Insufficient Premises,,,,,N,2,-2.60776701317997,51.3604305562698,"(51.360431, -2.607767)",6,31,79,21,1
BA25RF,No Data,,,,,Y,0,-2.37178998434562,51.3566339314139,"(51.356634, -2.37179)",18,4,262,17,1
BA16DQ,OK,N,18.2,9.4,30,Y,25,-2.35413876469766,51.3918192091015,"(51.391819, -2.354139)",36,94,486,6,1
BA12QA,OK,N,25.9,19.3,30,Y,53,-2.3640074229898,51.3875628636568,"(51.387563, -2.364007)",35,22,18,7,1
BS408RD,No Data,,,,,N,0,-2.61106658363601,51.3666177192504,"(51.366618, -2.611067)",6,31,78,21,1
BA26UX,OK,N,15,3.4,30,Y,11,-2.32161626190334,51.3941249936989,"(51.394125, -2.321616)",1,24,31,10,1
BS394BY,OK,Y,2.7,3.1,4.5,N,6,-2.55745879934534,51.355996118601,"(51.355996, -2.557459)",5,34,102,20,1
BA33TG,OK,N,20.1,14.3,30,Y,10,-2.45678688490211,51.2880494533708,"(51.288049, -2.456787)",26,99,512,26,1
BA33HN,Insufficient Data,,,,,N,2,-2.44388400516204,51.2943034773269,"(51.294303, -2.443884)",12,77,411,24,1
BS406BA,OK,Y,5,6.4,7.2,N,4,-2.6247416559675,51.2990618214622,"(51.299062, -2.624742)",2,6,272,21,1
BA28DT,OK,N,21,4.3,30,Y,11,-2.42465535877528,51.3164497417866,"(51.31645, -2.424655)",15,71,382,22,1
BA15AU,Insufficient Premises,,,,,N,2,-2.36002219874701,51.3833311104805,"(51.383331, -2.360022)",35,20,11,7,1
BA11HT,No premises,,,,,N,0,-2.36441460228333,51.3827420561794,"(51.382742, -2.364415)",34,55,193,9,1
BS397SY,OK,Y,10.5,6.7,30,Y,28,-2.49866192884859,51.3002063552433,"(51.300206, -2.498662)",13,67,373,23,1
BA22RX,Insufficient Data,,,,,Y,2,-2.37929924706479,51.3599098082121,"(51.35991, -2.379299)",30,60,331,19,1
BA13RH,OK,Y,12.4,3.5,30,Y,13,-2.39577153576344,51.3914071733694,"(51.391407, -2.395772)",29,18,314,8,1
BA17LW,Insufficient Premises,,,,,N,2,-2.28586511830614,51.4116435250917,"(51.411644, -2.285865)",1,26,41,10,1
BA21NB,Insufficient Premises,,,,,Y,2,-2.40007982585151,51.3712601294567,"(51.37126, -2.40008)",27,86,439,15,1
BA23DX,Insufficient Premises,,,,,Y,2,-2.3827633597818,51.3826295693387,"(51.38263, -2.382763)",32,103,538,13,1
BA16HX,OK,N,11.3,6.3,30,Y,12,-2.35695412982811,51.3971517106816,"(51.397152, -2.356954)",23,57,228,4,1
BA11LE,OK,N,11.7,11.1,16.9,Y,4,-2.35695324619661,51.3804271997917,"(51.380427, -2.356953)",35,21,13,7,1
BA27TX,OK,N,9.2,7.4,17.9,N,11,-2.30438384646021,51.3401129736668,"(51.340113, -2.304384)",10,113,53,10,1
BA22BA,OK,N,17.2,8.5,30,Y,7,-2.37623269143795,51.3642627027576,"(51.364263, -2.376233)",18,4,259,17,1
BA23AS,Insufficient Premises,,,,,Y,2,-2.36353835723389,51.377340774718,"(51.377341, -2.363538)",33,109,561,12,1
BA33AD,Insufficient Premises,,,,,N,2,-2.44846479055944,51.2934227970219,"(51.293423, -2.448465)",12,79,413,24,1
BA32QE,OK,N,24.2,14.3,30,Y,16,-2.48386002940772,51.288003595948,"(51.288004, -2.48386)",11,11,290,25,1
BS418NL,No Data,,,,,N,0,-2.60116760501541,51.3884020371839,"(51.388402, -2.601168)",6,31,79,21,1
BA11SQ,No Data,,,,,N,0,-2.36194195621259,51.3807805456057,"(51.380781, -2.361942)",35,20,10,7,1
BA23AY,Insufficient Data,,,,,Y,2,-2.38170439812584,51.3831545437271,"(51.383155, -2.381704)",32,103,538,13,1
BA28BL,No Data,,,,,Y,0,-2.41612822808448,51.3334388753489,"(51.333439, -2.416128)",9,28,65,22,1
BA21BT,OK,N,17.3,10.5,30,Y,26,-2.38935011252938,51.3782109168481,"(51.378211, -2.38935)",32,102,525,13,1
BS396JU,No Data,,,,,N,0,-2.50280833872201,51.3173630205011,"(51.317363, -2.502808)",3,43,136,23,1
BS311UJ,OK,Y,20.4,13.7,30,Y,20,-2.48467117609825,51.4057654603417,"(51.405765, -2.484671)",16,47,144,3,1
BA23DU,Insufficient Data,,,,,Y,2,-2.38231529836814,51.3823163238528,"(51.382316, -2.382315)",32,103,538,13,1
BA25AU,No Data,,,,,N,0,-2.35850600205133,51.3676812215819,"(51.367681, -2.358506)",33,110,575,12,1
BA27SE,Insufficient Premises,,,,,N,2,-2.33570641653301,51.3358731427235,"(51.335873, -2.335706)",10,113,54,10,1
BA24RY,OK,Y,20.6,7.2,30,Y,10,-2.36561386417408,51.3691518659357,"(51.369152, -2.365614)",18,5,252,17,1
BA21QW,OK,Y,23.2,20,30,Y,33,-2.40475831373696,51.3756050301748,"(51.375605, -2.404758)",28,90,475,11,1
BA33NF,OK,N,20.3,9,30,Y,15,-2.42838014932332,51.2896405377447,"(51.289641, -2.42838)",12,78,416,24,1
BS395EA,OK,Y,3.6,2.8,6.9,N,3,-2.58577712086942,51.3085698801068,"(51.30857, -2.585777)",2,6,273,21,1
BA19AR,No Data,,,,,Y,0,-2.43041851666366,51.4185117362787,"(51.418512, -2.430419)",1,25,50,10,1
BA28TS,OK,Y,19.5,1.8,30,Y,17,-2.41629711156949,51.3172260859228,"(51.317226, -2.416297)",15,70,380,22,1
BA16RU,OK,Y,11.6,5.2,30,Y,35,-2.34430276110611,51.3968389134869,"(51.396839, -2.344303)",23,58,214,4,1
BA25RJ,OK,N,13.1,14.7,18.1,N,5,-2.37226368609368,51.360148190323,"(51.360148, -2.372264)",18,4,259,17,1
BS406AH,OK,N,4.5,4.5,7,N,6,-2.60905219090157,51.2948913436075,"(51.294891, -2.609052)",2,6,271,21,1
BS396HN,OK,Y,2.8,3.3,4.7,N,9,-2.50568016546846,51.3201560981083,"(51.320156, -2.50568)",3,42,135,23,1
BA33XS,OK,N,10.2,8.7,30,Y,15,-2.46801248188744,51.2849838355518,"(51.284984, -2.468012)",26,98,516,26,1
BA33PL,OK,N,18.6,20.1,24,N,9,-2.44778961560055,51.2918338259514,"(51.291834, -2.44779)",12,79,413,24,1
BA28LY,No Data,,,,,N,0,-2.40739829420546,51.3088500619584,"(51.30885, -2.407398)",10,114,57,10,1
BA32TQ,OK,N,17.7,8.6,30,Y,3,-2.48391648019186,51.2933715009997,"(51.293372, -2.483916)",11,9,276,25,1
BA24JN,Insufficient Data,,,,,Y,1,-2.35366589853233,51.3789625378619,"(51.378963, -2.353666)",33,111,564,12,1
BS312AH,OK,Y,9.5,8.1,18.3,Y,3,-2.51228216165658,51.4193243129845,"(51.419324, -2.512282)",24,48,161,1,1
BA28TT,OK,Y,30,30,30,Y,47,-2.41738902123626,51.3142189360784,"(51.314219, -2.417389)",15,72,384,22,1
BA13HQ,No Data,,,,,Y,0,-2.39474669526321,51.3842172848863,"(51.384217, -2.394747)",29,17,323,8,1
BA13QN,OK,Y,17.2,6.2,30,Y,13,-2.40096857674035,51.390760078195,"(51.39076, -2.400969)",29,18,312,8,1
BA17DQ,OK,N,10.4,8.1,17.4,N,3,-2.32490222212171,51.4034942158474,"(51.403494, -2.324902)",23,58,216,4,1
BA27DZ,Insufficient Data,,,,,N,2,-2.36416267705882,51.3492037591806,"(51.349204, -2.364163)",10,113,59,10,1
BA16QS,Insufficient Data,,,,,Y,2,-2.34920630381476,51.397112127709,"(51.397112, -2.349206)",23,57,225,4,1
BA17LQ,OK,Y,3.9,3.3,7.8,N,4,-2.30168712218079,51.408151048541,"(51.408151, -2.301687)",1,26,41,10,1
BA11PF,No Data,,,,,N,0,-2.35737091167494,51.3787085134132,"(51.378709, -2.357371)",35,21,13,7,1
BS408UG,Insufficient Data,,,,,N,2,-2.63014152411165,51.361310394534,"(51.36131, -2.630142)",6,31,84,21,1
BA23NU,OK,N,27.1,20,30,Y,19,-2.37504769582801,51.3721702172139,"(51.37217, -2.375048)",31,64,353,14,1
BA33ED,OK,N,28.4,18.5,30,Y,15,-2.45356001082071,51.3011001751763,"(51.3011, -2.45356)",12,76,409,24,1
BA11SN,No premises,,,,,N,0,-2.36105189348408,51.3808822018644,"(51.380882, -2.361052)",35,20,10,7,1
BA16HY,No Data,,,,,Y,0,-2.35650882967281,51.3971890337183,"(51.397189, -2.356509)",23,57,228,4,1
BA13NP,OK,Y,21.8,7.6,30,Y,13,-2.38893105262151,51.3880941765358,"(51.388094, -2.388931)",29,16,318,8,1
BS312SL,Insufficient Premises,,,,,N,2,-2.52012605299193,51.3970802850513,"(51.39708, -2.520126)",8,41,122,16,1
BA32TG,OK,Y,14.9,9.2,30,Y,46,-2.48440686175483,51.2922724662705,"(51.292272, -2.484407)",11,9,278,25,1
BA20FY,No Data,,,,,N,0,-2.4929250253085,51.3430766392907,"(51.343077, -2.492925)",8,40,129,16,1
BA19BA,No Data,,,,,Y,0,-2.37990801249127,51.4039401386413,"(51.40394, -2.379908)",21,1,233,7,1
BA23QB,OK,Y,30,30,30,Y,35,-2.38185091460274,51.3783165358237,"(51.378317, -2.381851)",32,103,528,13,1
BA14EX,OK,Y,19.2,4.2,30,Y,20,-2.38886304959694,51.3987135694147,"(51.398714, -2.388863)",20,106,553,5,1
BA10PD,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA24DZ,Insufficient Premises,,,,,Y,2,-2.3519501471306,51.383805233539,"(51.383805, -2.35195)",35,21,3,7,1
BA12AG,OK,Y,15.8,17.6,24.4,Y,13,-2.36471906335328,51.3812754634872,"(51.381275, -2.364719)",34,55,194,9,1
BS311EW,OK,N,14.8,16,21,Y,19,-2.49844797621205,51.4127391435438,"(51.412739, -2.498448)",37,52,178,2,1
BA18AA,Insufficient Premises,,,,,N,2,-2.3466060279588,51.416299029461,"(51.416299, -2.346606)",1,25,51,10,1
BA22JX,OK,N,30,20,30,Y,17,-2.38519675672443,51.3712470918316,"(51.371247, -2.385197)",32,104,536,13,1
BS406HU,OK,N,7,8.1,8.1,N,5,-2.63057807324439,51.3083820873114,"(51.308382, -2.630578)",2,6,274,21,1
BS313BL,Insufficient Premises,,,,,N,2,-2.46385074412619,51.4040424267109,"(51.404042, -2.463851)",17,80,430,16,1
BA25QZ,OK,N,18.4,19.4,19.6,N,3,-2.3605766404068,51.3624686624169,"(51.362469, -2.360577)",19,39,115,18,1
BS397PE,OK,N,30,30,30,Y,5,-2.49456907145683,51.3104204643404,"(51.31042, -2.494569)",13,69,361,23,1
BS311PH,No premises,,,,,Y,0,-2.48730580659344,51.4101694439878,"(51.410169, -2.487306)",16,45,157,3,1
BA26PU,No Data,,,,,Y,0,-2.35483452897077,51.3888678348979,"(51.388868, -2.354835)",36,96,498,6,1
BA16LR,OK,N,14.6,7.8,30,Y,18,-2.34972814034703,51.3939185304912,"(51.393919, -2.349728)",36,95,504,6,1
BA29HN,OK,Y,2.2,2.3,2.4,N,6,-2.48511121207309,51.3563271710846,"(51.356327, -2.485111)",8,40,130,16,1
BS395DQ,OK,N,9.1,7.6,19.2,N,10,-2.54641871609233,51.3237136385167,"(51.323714, -2.546419)",2,7,269,20,1
BA26BA,No Data,,,,,Y,0,-2.34554529299306,51.3728994081456,"(51.372899, -2.345545)",33,110,558,12,1
BA32LU,OK,N,17.5,15.3,30,Y,25,-2.49659834727882,51.2804510183172,"(51.280451, -2.496598)",25,14,292,27,1
BA15HE,No Data,,,,,Y,0,-2.36770818271073,51.3920741143962,"(51.392074, -2.367708)",21,2,242,7,1
BA11BZ,OK,N,15.8,17.2,20.7,N,4,-2.36096093991478,51.3839306633643,"(51.383931, -2.360961)",35,20,11,7,1
BA16QY,No Data,,,,,Y,0,-2.34562742553894,51.3971407279209,"(51.397141, -2.345627)",23,56,229,4,1
BA15ER,OK,Y,11.3,10.2,30,Y,19,-2.36414109887883,51.3899182670798,"(51.389918, -2.364141)",21,2,246,7,1
BA28QY,Insufficient Data,,,,,N,2,-2.35017228261607,51.335390165039,"(51.33539, -2.350172)",10,114,60,10,1
BA25LP,OK,N,17.5,18.7,20.4,N,5,-2.36548739394913,51.3586859055651,"(51.358686, -2.365487)",18,4,262,17,1
BA26DE,OK,Y,16.8,6.4,30,Y,18,-2.34806697346645,51.3776845114556,"(51.377685, -2.348067)",22,30,76,12,1
BA11NR,Insufficient Premises,,,,,N,2,-2.35892423748097,51.3807448757346,"(51.380745, -2.358924)",35,20,12,7,1
BA32EZ,OK,N,17.9,17.9,20.4,N,4,-2.4809828421916,51.2857495067895,"(51.28575, -2.480983)",11,11,291,25,1
BS396LA,OK,Y,2.5,2.4,4.4,N,11,-2.50814152327849,51.324731265855,"(51.324731, -2.508142)",3,42,138,23,1
BA23ND,OK,N,21.2,8.1,30,Y,21,-2.3712184268752,51.3747450542782,"(51.374745, -2.371218)",33,112,565,12,1
BA20EJ,OK,N,18,19.9,22.6,N,9,-2.47856293555908,51.3246760799363,"(51.324676, -2.478563)",14,87,461,16,1
BA18BX,OK,N,6.2,4.7,11.3,N,7,-2.3493974206888,51.4146362758655,"(51.414636, -2.349397)",1,25,51,10,1
BS396TG,OK,N,5.5,5.5,7.3,N,8,-2.53416904500116,51.2995371628156,"(51.299537, -2.534169)",3,43,131,23,1
BA28NR,No Data,,,,,N,0,-2.38322326123347,51.3103883869403,"(51.310388, -2.383223)",10,114,60,10,1
BA33NE,OK,N,12,8.4,23.3,Y,10,-2.42650479407264,51.2915356741572,"(51.291536, -2.426505)",12,78,416,24,1
BA29DX,OK,Y,3.5,2.2,15,Y,16,-2.40518869196641,51.3625205959328,"(51.362521, -2.405189)",9,28,67,22,1
BA21QG,OK,Y,18.1,20,30,Y,8,-2.40068084958078,51.379215733204,"(51.379216, -2.400681)",28,91,465,11,1
BA15QB,OK,N,12.2,8.1,30,Y,9,-2.35781638445926,51.3952878052434,"(51.395288, -2.357816)",21,59,232,7,1
BA27PA,Insufficient Premises,,,,,N,2,-2.32475384589961,51.3805299216672,"(51.38053, -2.324754)",22,29,580,12,1
BA25PD,OK,N,16.2,17.1,21.2,N,10,-2.35893498964983,51.363759521771,"(51.36376, -2.358935)",19,39,110,18,1
BA21LF,OK,Y,11.7,4,30,Y,8,-2.39442308851451,51.3683120548882,"(51.368312, -2.394423)",27,84,446,15,1
BS395AB,Insufficient Data,,,,,N,2,-2.5417787653475,51.316020212913,"(51.31602, -2.541779)",2,7,268,20,1
BS313AB,OK,Y,16.1,10.4,30,N,16,-2.46066328366152,51.3987229387454,"(51.398723, -2.460663)",17,81,425,16,1
BS396HR,OK,Y,4.7,4.8,9.1,N,18,-2.50745439130246,51.3222884730995,"(51.322288, -2.507454)",3,43,134,23,1
BS311AF,OK,N,20.2,20,30,Y,25,-2.49821509927475,51.4098358228108,"(51.409836, -2.498215)",37,52,179,2,1
BA22RU,OK,N,30,30,30,Y,5,-2.37922364853488,51.3594514751845,"(51.359451, -2.379224)",30,60,334,19,1
BA34BN,OK,Y,16.8,13.3,30,Y,56,-2.47661917409847,51.2770002873825,"(51.277, -2.476619)",25,12,299,27,1
BA15TG,OK,Y,14.5,5.5,30,Y,23,-2.37342307073523,51.402009804474,"(51.40201, -2.373423)",21,1,233,7,1
BA26DR,Insufficient Premises,,,,,Y,2,-2.33116087978848,51.3763578180891,"(51.376358, -2.331161)",22,29,580,12,1
BA25AG,No Data,,,,,N,0,-2.34489365220097,51.3626597788466,"(51.36266, -2.344894)",19,37,109,18,1
BS394HT,Insufficient Data,,,,,N,1,-2.53090048988931,51.3791833814217,"(51.379183, -2.5309)",7,74,398,20,1
BA14DG,Insufficient Premises,,,,,Y,2,-2.39360948412537,51.3973759392542,"(51.397376, -2.393609)",20,108,544,5,1
BA33LD,Insufficient Premises,,,,,Y,2,-2.43817857266494,51.2915644826383,"(51.291564, -2.438179)",12,77,407,24,1
BA22DX,OK,Y,5.5,6.1,8.2,N,9,-2.37466188151429,51.3530730430091,"(51.353073, -2.374662)",30,61,327,19,1
BA22BL,OK,Y,24.8,17,30,Y,24,-2.38060325336109,51.3630167121226,"(51.363017, -2.380603)",30,62,341,19,1
BA11HX,OK,N,16.9,18,24,Y,9,-2.36588693425196,51.3817753547281,"(51.381775, -2.365887)",34,55,192,9,1
BA17TW,OK,Y,6.3,6.2,10,N,10,-2.29424727912021,51.3981443003229,"(51.398144, -2.294247)",1,26,44,10,1
BA32LQ,OK,N,16.6,11.2,30,Y,9,-2.49849871904921,51.2798494749536,"(51.279849, -2.498499)",25,12,298,27,1
BA20LS,OK,N,14.5,13.7,20,N,9,-2.47729466086454,51.3324501700212,"(51.33245, -2.477295)",14,88,455,16,1
BA28LA,Insufficient Premises,,,,,Y,2,-2.43614842128338,51.3164254654824,"(51.316425, -2.436148)",15,71,392,22,1
BA17EN,OK,N,17.1,18.5,23.6,N,16,-2.32011423248383,51.4074906981713,"(51.407491, -2.320114)",1,23,35,10,1
BA11BW,No Data,,,,,Y,0,-2.3610101346054,51.3828784847879,"(51.382878, -2.36101)",35,20,11,7,1
BS140PS,OK,N,18.2,22.3,24.4,Y,7,-2.55905612228729,51.4069536920325,"(51.406954, -2.559056)",7,75,402,20,1
BA32HG,OK,N,17.3,18.2,24.4,N,14,-2.48346225257804,51.2842646245844,"(51.284265, -2.483462)",25,13,305,27,1
BS395BJ,OK,N,9.8,7.5,17.7,N,4,-2.54290328329437,51.3189013818782,"(51.318901, -2.542903)",2,7,270,20,1
BA17NQ,Insufficient Premises,,,,,N,2,-2.3196882681257,51.4061970657561,"(51.406197, -2.319688)",1,23,35,10,1
BA28LX,Insufficient Data,,,,,N,1,-2.40811247448223,51.3084968933177,"(51.308497, -2.408112)",10,114,57,10,1
BS312DU,OK,N,25.7,22.9,30,Y,14,-2.50661597916906,51.4167143927022,"(51.416714, -2.506616)",24,49,171,1,1
