Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2010,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.06,1,2,173,12,31,3,0,0,0,0,0,3,221,11dc04eb4f1f98be04e2727a17ad725f5b736bae,"(51.37792, -2.36102)",35,20,12,7,1
2010,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.06,0,1,86,3,10,1,0,0,0,0,0,1,101,26482b03181664df274d99d840938f5d78884cc8,"(51.37819, -2.36203)",35,20,14,7,1
2010,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.12,0,2,173,6,20,2,0,0,0,0,0,2,203,c119e605ad3383dce85bc65a4a09c6a3234eb388,"(51.37909, -2.36203)",35,20,14,7,1
2010,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.06,5,1,122,6,19,3,0,0,0,0,0,3,152,13d167b3fb7ae372dcdb5627934d2947fdbcbf6a,"(51.38395, -2.3602)",35,20,11,7,1
2010,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.06,3,1,45,3,5,1,0,0,0,0,0,1,55,74352cfc2a6b027f8dd73774d51b11ae5796421c,"(51.38449, -2.36006)",35,20,7,7,1
2010,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.06,4,1,54,2,6,1,0,0,0,0,0,1,64,a5bedb41370b51dc12d12f6e9f4ca16a469c8625,"(51.38395, -2.35963)",35,20,11,7,1
2010,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.24,5,17,1173,32,164,22,2,0,0,2,1,27,1412,2c3c9cca9aa208949dc2bfa8586d44c0fc45a232,"(51.38998, -2.40954)",9,28,68,22,1
2010,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.49,11,55,3036,40,411,18,25,7,5,8,7,69,3611,47c5ae2cd88665e45df5f9ac0acf3c1be61a2319,"(51.3571, -2.37837)",30,60,334,19,1
2010,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,0.74,59,54,3056,104,539,86,22,12,4,10,12,146,3900,8a48e90e75f9a32ccce8720bcc4b568e9cdaa45c,"(51.38035, -2.38934)",32,103,578,13,1
2010,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,0.86,19,65,4556,123,637,86,7,1,1,8,5,107,5487,af538a0a6837151258bb719db4bfdbc19ecd0417,"(51.38544, -2.39657)",29,17,317,8,1
2010,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.12,0,3,352,0,61,8,2,0,0,0,1,12,428,cbead4d564f49d3062c2ef6d9ed4ac567f7e9950,"(51.40162, -2.30815)",1,26,41,10,1
2010,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,21,9,1561,13,256,19,2,3,1,1,1,27,1865,6654255f04f14a33c7aa931ae2ef471b6c226b50,"(51.38787, -2.39515)",29,16,319,8,1
2010,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.31,1,21,1632,8,280,45,7,6,14,21,26,118,2059,6c1d1fbe37b4ac2b96339ae7f939ac253cd33877,"(51.40969, -2.55882)",7,75,402,20,1
2010,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.37,37,33,1597,25,271,27,4,1,1,1,3,37,1965,88f18535bf24e0f8f0dc560d3d417fdf7b65763c,"(51.41813, -2.50327)",24,49,171,1,1
2010,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.12,1,3,331,7,65,8,2,2,0,1,2,15,420,01f7c8b96ba2e25a81bd6cf4b35ee21b62903610,"(51.2876, -2.42799)",12,78,416,24,1
2010,81328,South West,Bath and North East Somerset,A36,TR,378950,164000,Bathampton edge of BUA,B3108,2.6,70,88,10087,139,1136,224,50,15,50,77,86,502,11952,5e708cfa394641a89d9c3170b6aaa117caa2cc0a,"(51.37467, -2.30381)",1,27,49,10,1
2010,81329,South West,Bath and North East Somerset,A36,PU,376103,165510,Sydney Rd/Beckford Rd,Footpath 80m before Trossachs Drive,0.37,10,13,1441,20,162,32,7,2,7,11,12,72,1707,580c14ccd67856d4d9320516b004321236358d69,"(51.38813, -2.34481)",22,29,71,12,1
2010,81330,South West,Bath and North East Somerset,A36,TU,377116,165944,Footpath 80m before Trossachs,Bathampton end of BUA,1.05,29,35,4083,56,460,91,20,6,20,31,35,203,4838,1af6e3848c83d506f3dfbd64b486fa76c349d33c,"(51.39207, -2.33028)",1,27,26,10,1
2010,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,9,124,8447,79,1453,164,52,20,19,40,50,344,10447,f9b4969816b78ff17feb6e354c06b06e13392b47,"(51.39808, -2.32322)",1,24,31,10,1
2011,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.31,10,8,731,7,137,17,2,1,0,0,0,20,902,674372cd58dd1526c9184d7647649abc9f029dee,"(51.3853, -2.36064)",35,20,7,7,1
2011,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.73,23,281,12650,123,2156,369,84,60,18,117,57,706,15916,c57fa1db2bb34a7835733bbe80de576ddf7e8cde,"(51.42154, -2.50474)",24,49,171,1,1
2011,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,1.98,5,107,8582,44,1514,234,38,33,57,106,144,612,10860,c4a1bf99efa1feb5dd284622037ee4065e674933,"(51.38275, -2.55174)",7,74,399,20,1
2011,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.31,45,37,2144,26,315,42,8,2,2,5,10,70,2591,9e9e3b1310a62ad36518465a4e3b79414bd1ea9c,"(51.37668, -2.35627)",33,109,567,12,1
2011,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.43,18,15,1080,50,147,15,2,0,0,0,0,18,1310,1242753a4aa82dd58ef5d55fab12ec918f907554,"(51.37935, -2.36491)",34,55,196,9,1
2011,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.24,4,16,1166,32,168,22,2,0,0,2,1,27,1409,6e1893ec3238b26eaceb5e4be8778a70664243b2,"(51.3891, -2.40378)",29,18,313,8,1
2011,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.93,6,12,2297,22,369,35,10,6,1,4,6,62,2762,7abf5eb9f9d864ef6c94665dd02082cd3eef2b9e,"(51.29284, -2.48899)",11,10,280,25,1
2011,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.12,19,8,382,12,76,15,4,3,1,2,4,28,506,8c450d3c01ca85a33cdec650791c459db9e44a53,"(51.38601, -2.35175)",35,21,24,7,1
2011,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.93,17,53,3296,32,586,97,26,25,3,12,15,178,4145,095e2ef1360848a865fbf63c9b02504040672aa8,"(51.38336, -2.40086)",28,92,478,11,1
2011,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.54,4,257,11354,85,2558,476,107,32,70,143,239,1068,15323,82ed9e1b30ed02e5865917874460bccde9f6cbd2,"(51.33781, -2.54832)",5,34,95,20,1
2011,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.17,13,56,5675,59,852,189,25,17,5,9,17,263,6904,c644ca887cab6f76c17304aea588ff40c5fc665b,"(51.338, -2.5067)",8,40,126,16,1
2011,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.05,28,94,5866,100,758,104,17,12,4,10,22,168,6986,f49189f888f84489692fcd239d21d531eb905d2b,"(51.34577, -2.40269)",9,28,67,22,1
2011,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.05,35,14,1834,27,224,17,3,0,0,1,1,21,2121,b08f32466cb72b662cc3dc50b9e62e634bea1742,"(51.37453, -2.35151)",33,110,574,12,1
2011,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.31,30,14,1650,16,262,50,15,5,3,11,13,97,2038,b0c8f71abfee9cec6478ec3553134f2190e4811e,"(51.388, -2.35434)",35,21,19,7,1
2011,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.06,2,1,45,3,9,1,0,0,0,0,0,1,59,ff3f9e2045301a376f5dd83af7b7edfa9495ca47,"(51.38467, -2.3605)",35,20,7,7,1
2011,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.24,191,115,8663,210,1508,193,43,78,12,31,54,411,10907,d0ee6c34b42c9aa97cd16c029a930c3e27d61673,"(51.39432, -2.34634)",36,95,490,4,1
2011,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,88,437,22208,280,3507,640,98,69,25,120,86,1038,27470,d22a6c5bc2d4f7b8ebc438b6eac9bf2f16cdc42c,"(51.38774, -2.43252)",9,28,68,22,1
2011,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.62,3,21,1121,12,225,49,12,4,2,4,8,78,1456,88554f00188538a015ca1cb99623c25f14b7751c,"(51.31094, -2.52505)",3,43,136,23,1
2011,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,2.73,7,49,4253,30,782,99,15,11,2,3,19,149,5263,7f3aa76e3b0b4555f8dcedc2a3e5fad9aa1f64db,"(51.35267, -2.50399)",8,40,130,16,1
2011,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.68,31,32,3824,82,578,95,21,14,6,26,14,176,4691,6a540d3295e601d8ad6415b4c1586e539c6a09ae,"(51.38353, -2.35143)",35,21,3,7,1
2011,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,1.61,45,93,6522,114,1217,121,15,16,5,17,27,200,8146,6d669ff172841980f693cb94af203cbd10de7511,"(51.28874, -2.46026)",26,99,507,26,1
2011,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,5.59,29,125,9641,108,1333,225,47,16,6,8,20,323,11529,6c466b62cbd3fbb9e1ed28702f53b4b72d0615d8,"(51.34667, -2.57571)",6,31,79,21,1
2011,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,0.68,108,61,3110,138,583,35,3,4,0,0,0,44,3935,80a615c6782ad8d3db95a0212d491e79dec8dcdc,"(51.38525, -2.37502)",34,115,205,9,1
2011,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,1.49,100,37,5455,56,759,41,22,0,1,0,0,64,6371,d95b29773899707d96d26e30fabd3b58f60d66c8,"(51.35886, -2.36044)",19,36,121,18,1
2011,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.31,50,7,555,14,76,10,2,1,0,1,1,15,667,85dd136d1cd57b28ff7ab63e460a9fba1c46fcf0,"(51.38752, -2.34941)",36,96,499,6,1
2011,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.37,28,11,815,6,166,12,2,0,0,0,0,15,1013,049f46b93bf4e9c88a5a67f424e47a1482717d0f,"(51.38349, -2.36494)",34,55,193,9,1
2011,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,1.98,10,111,7422,70,1288,219,66,37,6,95,158,581,9473,1e218fd7640ce0dbf529e0ea1f16ff835af03028,"(51.37376, -2.55062)",7,74,399,20,1
2011,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,3.72,52,132,12860,116,2037,156,80,26,5,39,39,347,15491,cbb3feb66b4c0d4cd5b50403797e3a5ba89c8c02,"(51.38594, -2.4325)",9,28,68,22,1
2011,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,1.86,66,142,9449,357,1295,159,40,33,4,15,16,267,11512,28d216ad4178a04924a5dfb0584faed582ea6a24,"(51.3772, -2.36345)",33,109,,12,1
2011,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.55,122,7,430,107,70,11,2,0,0,0,0,13,627,207c303f734b7a7c2a37a9e837251c56d81eb7f5,"(51.3831, -2.35941)",35,20,11,7,1
2011,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,1.92,5,51,4926,6,901,118,25,7,2,6,13,172,6055,105c493fccb31e315667e5580f6ab29529190ca4,"(51.38367, -2.29912)",1,24,45,10,1
2011,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,0.86,37,86,5564,118,835,106,43,26,7,15,43,239,6843,ab20bcdcf4011d6f098a269507e83afd35c2f5cc,"(51.3878, -2.41814)",9,28,68,22,1
2011,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,0.86,8,52,4140,44,862,174,36,27,16,50,77,380,5479,95e2cec338d9c02092531382b2f2158526ff7564,"(51.30191, -2.53312)",3,43,131,23,1
2011,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,1.73,20,81,5165,70,907,149,29,11,6,8,13,216,6438,9d45f00ef2827e8ec10c1cfcecd5d88185b0d855,"(51.31547, -2.51793)",3,43,136,23,1
2011,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,1.86,10,65,5704,25,986,142,24,15,7,37,31,256,7036,3e718e4e39da28bd843800893b06a36b1f046f5f,"(51.29215, -2.50332)",13,67,373,23,1
2011,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,5.4,37,438,21794,247,3670,377,162,69,14,49,118,789,26938,145df4f970d88584a16c8162b2c061d9bdd8c34b,"(51.31078, -2.43179)",15,72,377,22,1
2011,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,2.85,31,89,6560,54,1025,58,5,4,2,1,1,72,7800,ee54f5cad160052ec6d07f8b3609037d8e62f527,"(51.40483, -2.43268)",1,25,50,10,1
2011,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.18,11,6,923,16,181,12,5,4,0,0,0,22,1147,e22f52185d606263300b96d82e58f189a1adcd6e,"(51.38344, -2.38103)",32,103,538,13,1
2011,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.06,7,6,299,17,36,3,1,0,0,0,0,4,362,2cd35320a94dc3328e4acf9c8df237436d5e0096,"(51.37765, -2.36051)",35,20,12,7,1
2011,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,1.24,10,59,4320,60,669,101,25,18,10,15,16,186,5294,8dfb4736043db1050e4e56e4bc22ecef0543863f,"(51.40734, -2.28893)",1,26,41,10,1
2011,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,1.92,6,89,6795,38,1090,205,39,13,24,69,112,462,8474,c6147cf5b159015e9200ceee93b7f26178d60b97,"(51.33865, -2.31951)",10,113,52,10,1
2011,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.18,24,20,1173,46,139,9,1,0,0,0,0,11,1389,3abb6a14b57e1f90caa9118c94c921b1d87c0c1c,"(51.38432, -2.38506)",34,54,207,9,1
2011,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,3.16,12,199,18148,101,3278,643,108,283,105,198,259,1596,23322,1175f506d5b7143a228846dd6679fb7166385512,"(51.42846, -2.35706)",1,25,51,10,1
2011,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,1.3,22,54,6000,57,949,100,21,11,9,14,14,170,7230,dd388857fe0bc297707d7f76a623fc7d1b38e2e7,"(51.29106, -2.46029)",26,99,507,26,1
2011,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,0.86,8,17,2540,50,553,66,18,15,3,5,13,121,3282,814d8d331ea323640344d5a3b0aca8d50fb08986,"(51.28939, -2.43159)",12,78,416,24,1
2011,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,0.62,51,57,2519,42,451,44,6,2,1,2,5,60,3129,1e4cbef3b8332fe79870c6bcf98bd46d8f27105d,"(51.41891, -2.50862)",24,49,171,1,1
2011,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.12,15,8,540,13,79,10,1,0,0,0,0,11,652,3b6b9ed51b188ae156cbb7bd3354d237d32d8af1,"(51.38955, -2.35844)",35,22,15,7,1
2011,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.31,36,5,483,26,57,9,1,0,0,0,0,10,583,919f406569bc8c4d0dcfe7cd3e379da442b3d4db,"(51.38611, -2.35964)",35,22,17,7,1
2011,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,0.99,127,100,5928,153,1028,100,24,12,5,8,14,161,7370,ab581459902b2d92e9edf9a9e83f0222a39456d7,"(51.38143, -2.37498)",32,103,538,13,1
2011,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,2.98,5,32,3499,35,720,64,7,2,12,20,10,114,4399,e37c72c034b16c63f53e5ef4c97a882b97101fd8,"(51.31015, -2.64699)",4,32,87,21,1
2011,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.12,1,6,456,4,89,15,3,2,2,7,7,36,591,720ba5f73eb07ac944c518c0e2c7efbf30d9fc13,"(51.29605, -2.53357)",3,43,133,23,1
2011,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.06,0,4,248,1,38,5,1,0,1,4,2,13,305,17de16472d8327ba7c1ef01717301a3f59cf40a6,"(51.35715, -2.31619)",10,113,56,10,1
2011,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.31,18,22,1541,11,227,13,5,1,0,0,1,21,1822,7ace5100ad2d323fdf1a22563b4220d1b7d88d86,"(51.41843, -2.49608)",24,48,161,1,1
2011,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.31,1,51,3135,16,594,58,16,16,3,18,15,126,3922,b5dfb457f3a03fe974778f47602f8505ac3c0146,"(51.42734, -2.51502)",24,48,161,1,1
2011,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.31,32,97,3252,36,563,60,14,10,3,11,10,108,4056,b95627461eff364d8fece9d60569b63a2df9f8d2,"(51.4257, -2.51982)",24,48,161,1,1
2011,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.31,6,5,641,4,87,10,1,0,0,0,0,10,747,807202a820c228c279d9ce5e8005f5f9cc76b584,"(51.38566, -2.34834)",22,30,74,12,1
2011,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.06,2,0,16,15,3,0,0,0,0,0,0,0,35,9b75287da8a72c555a951065670e2f69343dbc7c,"(51.37855, -2.36131)",35,20,14,7,1
2011,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.12,3,3,345,23,69,5,1,0,0,0,0,6,447,7a344971152ca999b22dedeae0c601782f19bf82,"(51.37891, -2.36059)",35,20,14,7,1
2011,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.06,1,1,172,12,35,3,0,0,0,0,0,3,223,f8a28b70a0a4f4f4fc3144f53d8930c5ef9d6f35,"(51.37784, -2.36001)",35,21,13,7,1
2011,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.06,1,1,172,12,35,3,0,0,0,0,0,3,223,98e7e73dde424e27c2575dd936c7e0a275d5034f,"(51.37792, -2.36102)",35,20,12,7,1
2011,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.06,0,1,86,3,11,1,0,0,0,0,0,1,102,1c86c6f29512642d0e3f3aef8aea3a97da804469,"(51.37819, -2.36203)",35,20,14,7,1
2011,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.12,0,1,172,6,23,2,0,0,0,0,0,2,204,65d394c66e3ec7ee4691a1643f8be56850ac2359,"(51.37909, -2.36203)",35,20,14,7,1
2011,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.06,5,2,93,7,14,2,0,0,0,0,0,2,117,c2be50fb3148284c4d59fcb5c4737784c1ed3780,"(51.38395, -2.3602)",35,20,11,7,1
2011,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.06,3,1,45,3,5,1,0,0,0,0,0,1,55,7cb882a6bfd642715e7377c3629dab27f85301b0,"(51.38449, -2.36006)",35,20,7,7,1
2011,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.06,4,1,54,2,6,1,0,0,0,0,0,1,64,fceed7f9baab5d1cfbde95d391654296d8b19240,"(51.38395, -2.35963)",35,20,11,7,1
2011,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.24,4,16,1166,32,168,22,2,0,0,2,1,27,1409,f519916a09b96dafba796b64f0481a4071ea65dd,"(51.38998, -2.40954)",9,28,68,22,1
2011,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.49,14,49,3064,52,396,54,9,6,2,5,11,88,3649,114a7698f472fe58347dee3aae5ec52802b0a830,"(51.3571, -2.37837)",30,60,334,19,1
2011,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,0.74,65,45,3047,99,601,88,24,13,3,11,13,152,3944,47f8ec44a556fbc86ea9d6c7dac3fd98d861ae76,"(51.38035, -2.38934)",32,103,578,13,1
2011,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,0.86,17,64,4528,124,652,84,7,1,1,8,5,106,5473,6abd504d5dd37924b73fe8e6168db4e133980f45,"(51.38544, -2.39657)",29,17,317,8,1
2011,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.12,0,4,353,0,65,8,2,0,0,0,1,12,434,b76c2a224ef3e2698a885184eb5f8ffb1cae9a5a,"(51.40162, -2.30815)",1,26,41,10,1
2011,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,12,20,2499,24,487,21,4,0,0,0,0,25,3055,a68dd5654b3f6325fe3059ac821c5ee8c1fa7397,"(51.38787, -2.39515)",29,16,319,8,1
2011,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.31,1,20,1623,9,286,44,7,6,11,20,27,116,2053,61ab6fdbb6912959158b915b8a81033afa3d9d30,"(51.40969, -2.55882)",7,75,402,20,1
2011,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.37,33,36,1602,26,287,28,4,1,1,1,3,38,1990,094c883e9bceb0daf8dd45b4178210de97ee7392,"(51.41813, -2.50327)",24,49,171,1,1
2011,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.12,1,2,330,6,72,9,2,2,0,1,2,16,427,c8d7023c54a8eb7df1e8480f76190f153bf53973,"(51.2876, -2.42799)",12,78,416,24,1
2011,81328,South West,Bath and North East Somerset,A36,TR,378950,164000,Bathampton edge of BUA,B3108,2.6,62,96,10117,145,1202,228,55,17,38,77,90,506,12066,2d1394e2b328450e1cae1aa0eeb5101c48b11950,"(51.37467, -2.30381)",1,27,49,10,1
2011,81329,South West,Bath and North East Somerset,A36,PU,376103,165510,Sydney Rd/Beckford Rd,Footpath 80m before Trossachs Drive,0.37,9,14,1445,21,172,33,8,2,5,11,13,72,1724,286725a1cc9634d2b7da5160fe6e43ee95b2762f,"(51.38813, -2.34481)",22,29,71,12,1
2011,81330,South West,Bath and North East Somerset,A36,TU,377116,165944,Footpath 80m before Trossachs,Bathampton end of BUA,1.05,25,39,4095,59,487,92,22,7,15,31,37,205,4884,2f84cdca7795cdd32fb6dc1063124db2099a5a27,"(51.39207, -2.33028)",1,27,26,10,1
2011,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,8,122,8397,80,1486,161,55,21,14,39,52,343,10428,7252df663ffe2db6e4077be451410965822bade0,"(51.39808, -2.32322)",1,24,31,10,1
2012,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.3,10,7,720,8,138,17,2,1,0,0,0,20,893,ead67ae4e80f748947501477ace8b11720e0e9cd,"(51.3853, -2.36064)",35,20,7,7,1
2012,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.7,22,274,12559,125,2245,366,90,67,14,116,60,713,15915,d0fa4673fdbd2c2884937713601e30af768f3939,"(51.42154, -2.50474)",24,49,171,1,1
2012,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,2,5,105,8520,45,1576,232,41,36,44,104,152,608,10855,3e761d538680f4d3a254a6b70897fb8cc119472b,"(51.38275, -2.55174)",7,74,399,20,1
2012,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.3,43,33,2135,27,302,38,8,2,2,5,10,64,2562,70b9098f3091b5837849bc8d98fd0f5a11535daa,"(51.37668, -2.35627)",33,109,567,12,1
2012,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.4,17,15,1064,54,149,15,2,0,0,0,0,18,1299,6af6b2cb863621595a931864570900cde7f3c802,"(51.37935, -2.36491)",34,55,196,9,1
2012,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.2,9,24,1320,27,198,15,3,2,0,3,1,23,1593,d1562328baf5fc7d4ab1f6c8d819f8a94355980d,"(51.3891, -2.40378)",29,18,313,8,1
2012,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.9,6,12,2261,24,373,35,11,7,1,4,6,63,2734,43e5a607d65747aa4eb920ea902ad40e2b17a1d5,"(51.29284, -2.48899)",11,10,280,25,1
2012,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.1,18,8,376,13,77,15,4,4,1,2,4,29,503,fbb8ad520fc623f6fa7622e096198d1a73871976,"(51.38601, -2.35175)",35,21,24,7,1
2012,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.9,16,49,3203,32,615,98,28,29,2,12,15,183,4082,dcf232510af1c56d5e3d23021ad64844d75f639a,"(51.38336, -2.40086)",28,92,478,11,1
2012,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.5,7,131,11188,149,2075,513,111,66,39,193,238,1160,14701,22219e054c8c9448d576c576d5f09e17041a8984,"(51.33781, -2.54832)",5,34,95,20,1
2012,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.2,13,52,5515,58,894,191,28,20,3,8,18,268,6786,b003729ebce1598beb4c5f60565bd611f9d049d2,"(51.338, -2.5067)",8,40,126,16,1
