postcode,data status,lines < 2mbps,average speed,median speed,maximum speed,super fast available,connections
BA20JZ,No Data,N/A,N/A,N/A,N/A,N,0
BA15HP,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA26JE,No Data,N/A,N/A,N/A,N/A,Y,0
BA32TN,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS311QT,OK,N,23.9,20,>=30,Y,26
BA21HY,OK,N,>=30,20,>=30,Y,8
BA16AU,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS313HZ,No Data,N/A,N/A,N/A,N/A,N,0
BA23NG,No premises,N/A,N/A,N/A,N/A,Y,0
BA13AR,No Data,N/A,N/A,N/A,N/A,Y,0
BS396AB,OK,Y,4.7,5.3,7.5,N,14
BA22DG,OK,Y,25.8,20,>=30,Y,24
BS397NL,OK,N,25.5,21.8,>=30,Y,9
BA23EJ,OK,N,13.5,14.6,18,Y,4
BA13QL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS397RW,OK,Y,17.9,7.1,>=30,Y,23
BS313HT,OK,N,14.8,20,20.9,N,7
BA34PZ,OK,N,19.5,15.4,>=30,Y,21
BA24PE,OK,Y,19.2,13.8,>=30,Y,22
BA26AS,OK,N,15.5,7.5,>=30,Y,5
BA26RL,OK,Y,6.3,6.8,10.1,N,15
BA16DA,OK,N,18.6,12.8,>=30,Y,8
BS311JP,OK,Y,14.3,7.1,>=30,Y,15
BA14AZ,OK,Y,15.6,5.1,>=30,Y,33
BA32HB,No premises,N/A,N/A,N/A,N/A,N,0
BA25QF,OK,N,17.3,19.7,23.1,N,19
BS312EB,No Data,N/A,N/A,N/A,N/A,Y,0
BA22QB,OK,N,13.8,10.9,>=30,Y,7
BA28HD,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS396JH,OK,Y,3.3,3.1,5.4,N,23
BA15TQ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA15LB,OK,N,20,19.6,>=30,Y,12
BA15PT,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA23JR,No Data,N/A,N/A,N/A,N/A,Y,0
BA17NE,OK,N,15.4,16.9,19.3,N,5
BA17JB,OK,N,13.3,12.9,20.2,N,10
BA28HL,OK,Y,26.2,17.2,>=30,Y,14
BS311HQ,No Data,N/A,N/A,N/A,N/A,N,0
BS396EF,OK,Y,4.3,4.7,6,N,14
BS397RQ,OK,Y,13.9,3.1,>=30,Y,9
BS311AH,OK,N,>=30,20,>=30,Y,10
BS394NL,No Data,N/A,N/A,N/A,N/A,N,0
BS408TZ,OK,Y,4.2,3.9,9.6,N,7
BS396JQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA32JZ,OK,N,11.3,11.8,14.3,Y,4
BS397QY,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA25QD,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA26LL,OK,N,15.8,17.4,20.7,N,32
BS312NY,OK,N,29.4,23.1,>=30,Y,5
BA33SH,OK,N,14.9,14.9,20.5,Y,9
BS408XT,OK,N,6.1,5.6,8.8,N,5
BS311DZ,No premises,N/A,N/A,N/A,N/A,N,0
BS395UL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS312NQ,OK,Y,20.9,18.1,>=30,Y,21
BA14DN,OK,Y,14.8,3.2,>=30,Y,19
BS395AU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16AD,OK,N,9.3,9.3,14.6,Y,43
BA33QD,OK,N,>=30,18.1,>=30,Y,13
BS311SJ,OK,N,12.2,12.9,17,Y,8
BA14LJ,OK,Y,7.7,1.3,20.7,Y,3
BA25HH,OK,N,8.1,8.2,8.5,N,3
BS311SA,No premises,N/A,N/A,N/A,N/A,Y,0
BS394AX,OK,Y,6.3,7.6,8.1,N,15
BS396ED,OK,N,6.6,7.3,8.1,N,7
BS311XT,No premises,N/A,N/A,N/A,N/A,N,0
BA15BS,OK,N,13.1,14.3,17.9,N,17
BA21SA,OK,Y,>=30,>=30,>=30,Y,32
BA32XL,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS394LG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA34PR,No Data,N/A,N/A,N/A,N/A,N,0
BA29DA,OK,N,3.4,3.4,4.5,N,3
BS394ER,OK,Y,6.1,5.8,11.2,N,5
BA34PY,OK,N,20.8,15.4,>=30,Y,12
BA11EU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA25NL,OK,Y,14.7,5.5,>=30,Y,16
BA12DR,No premises,N/A,N/A,N/A,N/A,Y,0
BA21DU,OK,N,23.7,20,>=30,Y,7
BA11DN,OK,N,15.7,16.4,22.4,Y,12
BA33XL,OK,N,18.3,10.9,>=30,Y,3
BA10DS,No premises,N/A,N/A,N/A,N/A,N,0
BA12QH,No Data,N/A,N/A,N/A,N/A,Y,0
BA10HJ,No premises,N/A,N/A,N/A,N/A,N,0
BA10NH,No premises,N/A,N/A,N/A,N/A,N,0
BS313ES,No Data,N/A,N/A,N/A,N/A,N,0
BA22TA,OK,Y,24.4,14.3,>=30,Y,35
BA15UD,OK,N,14.1,16.1,17.5,N,4
BA11EF,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA22EQ,No premises,N/A,N/A,N/A,N/A,N,0
BA34BG,OK,N,21.1,13.9,>=30,Y,27
BA21RD,OK,Y,19.6,20,>=30,Y,7
BA28EY,OK,N,8,4.3,23.2,Y,5
BA25PX,OK,N,14.9,16.5,22.1,N,38
BA26EZ,OK,Y,29,5.3,>=30,Y,3
BS408YS,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA33LS,OK,N,13,14,20.5,Y,14
BS394LJ,OK,Y,2.2,2.3,3.4,N,10
BA33QQ,No Data,N/A,N/A,N/A,N/A,N,0
BA18DA,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA12PY,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS311QB,OK,Y,17.3,12.8,>=30,Y,27
BA18AA,No Data,N/A,N/A,N/A,N/A,N,0
BA12SF,OK,N,13.3,13.3,20.1,Y,8
BA11SG,No Data,N/A,N/A,N/A,N/A,N,0
BA29ET,No Data,N/A,N/A,N/A,N/A,N,0
BA27BQ,OK,Y,1,0.6,1.9,Y,5
BA26LZ,OK,N,9.4,10.2,16.7,Y,19
BS408PZ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS397BD,No premises,N/A,N/A,N/A,N/A,Y,0
BA28HX,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA25SG,No Data,N/A,N/A,N/A,N/A,N,0
BA17SE,OK,N,8.7,9,10.8,N,4
BA26PN,OK,Y,13,16.3,19.7,N,16
BA14JL,OK,Y,22.6,4.4,>=30,Y,4
BA22DH,OK,N,21.8,20,>=30,Y,15
BS140QF,OK,N,20.4,20.3,>=30,Y,9
BA25AJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA10PS,No premises,N/A,N/A,N/A,N/A,N,0
BA34FJ,OK,N,>=30,18.1,>=30,Y,6
BA22EG,OK,Y,5.4,5.8,7.9,N,53
BA22EL,OK,Y,29.2,>=30,>=30,Y,26
BS408XA,No Data,N/A,N/A,N/A,N/A,N,0
BA29AZ,OK,Y,4,4,6.5,N,7
BA15QJ,OK,N,14.7,7.2,>=30,Y,18
BA17SB,OK,N,5.6,5.4,7.5,N,13
BA12BU,No premises,N/A,N/A,N/A,N/A,N,0
BS311PD,OK,Y,8.2,8,13.3,N,14
BA22NQ,OK,Y,23.6,20,>=30,Y,26
BA24NE,OK,N,12.3,6.5,>=30,Y,9
BA20DR,OK,Y,3,3.1,5.2,N,6
BA13EA,OK,Y,21.9,9.8,>=30,Y,16
BA26EF,OK,Y,12.1,3.9,>=30,Y,20
BA17BW,OK,Y,10.5,4.8,>=30,Y,7
BA25AF,No Data,N/A,N/A,N/A,N/A,N,0
BA22QG,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA27DG,OK,N,6.1,6,8.5,N,4
BS311AL,OK,Y,27.4,20.9,>=30,Y,15
BA20NH,OK,N,4.7,4.9,5,N,4
BS396UW,OK,N,3.6,3.5,4.1,N,4
BA27JU,No premises,N/A,N/A,N/A,N/A,Y,0
BA10HU,No premises,N/A,N/A,N/A,N/A,N,0
BS406HG,OK,N,5.3,4.6,8.1,N,5
BA23DQ,OK,Y,10.4,9.1,17.9,Y,10
BS397NA,OK,Y,11.1,2.7,>=30,Y,21
BA26AX,No Data,N/A,N/A,N/A,N/A,N,0
BS408QZ,OK,N,11.9,12.2,21.3,N,7
BA11LP,OK,N,12.1,13.1,17,Y,7
BA24QY,OK,N,21.3,10.3,>=30,Y,10
BS394JA,OK,N,5.8,6.2,7.9,N,3
BA21PG,OK,Y,28.6,20,>=30,Y,47
BA33QZ,OK,N,14,11.3,>=30,Y,14
BS408PS,OK,N,11.2,10.8,17.1,N,3
BA25ET,No Data,N/A,N/A,N/A,N/A,N,0
BA35TU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS397TF,OK,Y,22.7,5.8,>=30,Y,8
BA24BU,OK,N,18.3,13.4,>=30,Y,31
BA14EQ,OK,Y,12.4,4.6,>=30,Y,18
BA15AR,OK,N,16,15.7,20,N,5
BA17RU,OK,N,15,18.1,20.6,N,8
BS312NS,OK,N,26.4,18,>=30,Y,19
BA29HH,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA20DX,OK,N,4.2,4.2,6.5,N,7
BS397QS,OK,Y,16.5,5.5,>=30,Y,8
BA27UH,OK,N,6.9,6.6,9.5,N,10
BA14BA,OK,Y,13,5.4,>=30,Y,14
BA27DU,OK,N,13.4,11.7,21.8,N,6
BA17AE,No Data,N/A,N/A,N/A,N/A,N,0
BA24JH,OK,Y,24.2,10.3,>=30,Y,22
BA22DE,OK,Y,18.9,15.5,>=30,Y,29
BA24LE,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA23EP,OK,N,15.3,14.8,21.3,N,13
BS311HL,No Data,N/A,N/A,N/A,N/A,Y,0
BS312PN,OK,Y,22.2,20,>=30,Y,38
BS311DL,No premises,N/A,N/A,N/A,N/A,N,0
BA15RD,OK,N,8.8,9.1,11.2,Y,4
BA21LD,OK,Y,27.9,20,>=30,Y,11
BA18DS,OK,Y,5.1,3.5,20,Y,13
BA33XQ,OK,Y,10.3,7.8,>=30,Y,10
BA16ZS,No premises,N/A,N/A,N/A,N/A,N,0
BA13HQ,No Data,N/A,N/A,N/A,N/A,Y,0
BA10SB,No premises,N/A,N/A,N/A,N/A,N,0
BA32RD,OK,N,9.7,7.9,16.4,Y,3
BS408SP,OK,Y,15,19.6,22,N,11
BA28DG,OK,Y,19.5,11.3,>=30,Y,8
BA11RR,OK,N,17.1,15.3,20.8,N,3
BS406BJ,OK,Y,4.8,6,6.8,N,7
BA11QH,OK,N,7,7.8,8.1,N,4
BA17PU,OK,N,9.9,8.5,17.7,N,4
BA29BP,No Data,N/A,N/A,N/A,N/A,N,0
BA12BB,No Data,N/A,N/A,N/A,N/A,Y,0
BS396JU,No Data,N/A,N/A,N/A,N/A,N,0
BA12EY,No premises,N/A,N/A,N/A,N/A,Y,0
BA20LN,OK,Y,16.1,18.7,21.4,N,17
BA27BR,No premises,N/A,N/A,N/A,N/A,N,0
BA29EP,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA11UD,No Data,N/A,N/A,N/A,N/A,N,0
BS395XZ,No premises,N/A,N/A,N/A,N/A,N,0
BA32TD,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA33DE,No Data,N/A,N/A,N/A,N/A,N,0
BS406ER,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA22RQ,No Data,N/A,N/A,N/A,N/A,Y,0
BS395DA,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS408RE,OK,N,16.2,15.3,24.2,N,12
BS397SL,OK,N,26.3,26.8,>=30,Y,5
BA12JN,No premises,N/A,N/A,N/A,N/A,N,0
BA13RE,OK,N,13.7,5.9,>=30,Y,9
BA16HT,OK,N,24.2,8.1,>=30,Y,5
BA33TA,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA26RU,OK,Y,3.4,3.4,5.3,N,16
BA26TL,No Data,N/A,N/A,N/A,N/A,Y,0
BA24AZ,OK,Y,10.9,8.3,>=30,Y,22
BA12AQ,OK,N,18.5,17,>=30,Y,27
BA25HE,OK,N,10,10.1,15.1,N,5
BA32QY,OK,N,17.3,17.3,18.5,Y,3
BS311AX,OK,N,28.1,24.2,>=30,Y,6
BS312BU,OK,Y,16.2,17.8,24,N,22
BA13PT,OK,N,24.5,6.4,>=30,Y,7
BA25AS,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33UQ,OK,N,14.7,14.4,19.9,Y,8
BS313EU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33EG,No Data,N/A,N/A,N/A,N/A,N,0
BA35TP,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS313LH,OK,Y,23.7,20,>=30,N,11
BS313DP,OK,Y,24.2,20,>=30,N,16
BS395AT,OK,Y,3.9,3,8.8,N,17
BA33SZ,OK,N,17.5,11.1,>=30,Y,14
BA12XL,OK,N,18.3,13.1,>=30,Y,9
BS408SA,OK,N,17.3,18.6,21.1,N,7
BA32AZ,OK,N,23.2,17.9,>=30,Y,11
BS394NA,OK,N,7.5,7.6,8.1,N,4
BS311DD,OK,N,>=30,20.8,>=30,Y,14
BA26HP,OK,Y,3.1,3.1,4.5,Y,7
BA29HE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA22UA,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS396JU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA17LQ,OK,Y,3.9,3.3,7.8,N,4
BS395XH,OK,Y,1.5,1.6,2.5,N,4
BA19AN,OK,N,6.5,6.5,7.5,Y,6
BA24DX,OK,N,10.6,10.9,13.2,Y,5
BS396EL,OK,Y,4.1,4.2,6.2,N,10
BA15HU,OK,N,>=30,25.2,>=30,Y,6
BS397SY,OK,Y,10.5,6.7,>=30,Y,28
BA23DD,OK,N,29.2,20,>=30,Y,13
BA32QR,OK,Y,18.7,15.1,>=30,Y,17
BA24PJ,OK,N,20,9.7,>=30,Y,9
BA20LQ,No Data,N/A,N/A,N/A,N/A,N,0
BS408TG,OK,Y,2.1,2.3,2.3,N,4
BA16LS,OK,N,21,7.3,>=30,Y,9
BA12TD,OK,N,19.4,12.1,>=30,Y,12
BA32FE,OK,N,20.7,20.6,22.6,Y,3
BS408UA,OK,Y,5.4,4.7,11.2,N,5
BS397PY,OK,Y,18.1,3.5,>=30,Y,7
BS312EJ,OK,N,>=30,20,>=30,Y,18
BA16RN,OK,N,28.9,23.5,>=30,Y,6
BA22LY,OK,Y,26.5,12.1,>=30,Y,12
BS312WD,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS395PR,OK,Y,6.7,7.1,12.2,N,25
BA25RL,No Data,N/A,N/A,N/A,N/A,N,0
BS311RP,OK,N,23.1,20,>=30,Y,10
BS407UZ,OK,Y,2.5,2.8,3.4,N,5
BA26HF,OK,N,19.7,8.4,>=30,Y,15
BA28LG,OK,Y,6.1,4.8,20,Y,12
BA14LH,OK,Y,18.3,18.3,>=30,Y,5
BA21RU,OK,Y,9.1,4.5,>=30,Y,11
BS311HD,OK,N,16.7,18,20.7,N,12
BA21LP,OK,Y,22.2,20,>=30,Y,34
BA25QA,OK,N,18.7,19.3,23.4,N,28
BA10TG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA18EW,OK,N,12.5,14,14.9,N,3
BA11RW,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16BS,No Data,N/A,N/A,N/A,N/A,Y,0
BA27DY,OK,Y,9.9,8.1,21.4,N,3
BA32PP,OK,Y,12.4,9.4,>=30,Y,45
BA33UF,OK,Y,17.8,15.4,>=30,Y,22
BA33EX,OK,N,11.5,8.3,>=30,Y,19
BA15RH,OK,Y,21.4,2.7,>=30,Y,3
BS395QH,No Data,N/A,N/A,N/A,N/A,N,0
BA23PL,OK,N,19.1,9.7,>=30,Y,11
BS395DJ,No Data,N/A,N/A,N/A,N/A,N,0
BA27EF,OK,Y,3.8,4,6.9,N,7
BA14DT,No Data,N/A,N/A,N/A,N/A,Y,0
BA11NH,No Data,N/A,N/A,N/A,N/A,N,0
BA13PS,OK,N,9.4,6.7,>=30,Y,12
BA22JF,OK,N,>=30,>=30,>=30,Y,5
BA33LD,No Data,N/A,N/A,N/A,N/A,Y,0
BA33NW,OK,N,19.7,11.2,>=30,Y,14
BA33TX,OK,N,14.5,16.3,16.4,Y,8
BS394EB,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA28QS,OK,Y,2.2,1.7,5.5,N,16
BA26QG,No Data,N/A,N/A,N/A,N/A,Y,0
BA19BL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33PH,OK,N,14.6,16.2,20.4,N,5
BS395SF,OK,N,5.6,5.8,8.1,N,7
BA33HT,OK,N,15.7,17.8,22.1,N,10
BA10QX,No premises,N/A,N/A,N/A,N/A,N,0
BS312QJ,OK,Y,11.3,12.6,20,Y,4
BA12TA,No Data,N/A,N/A,N/A,N/A,Y,0
BS408XH,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS395QJ,No Data,N/A,N/A,N/A,N/A,N,0
BA22QD,OK,N,19.6,14.3,>=30,Y,12
BA20EW,OK,N,16.5,19.5,21,N,7
BA20JQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA25AT,No Data,N/A,N/A,N/A,N/A,N,0
BA32TL,OK,N,12.4,12.8,15.7,Y,6
BS406PH,OK,Y,3.5,4,5.5,N,6
BA10TB,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16HG,OK,N,18,6,>=30,Y,18
BA22RU,OK,N,>=30,>=30,>=30,Y,5
BA26UW,No Data,N/A,N/A,N/A,N/A,Y,0
BS311EH,OK,N,15.4,15.3,22.9,Y,5
BA23HB,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA23WW,No premises,N/A,N/A,N/A,N/A,N,0
BA28HF,OK,Y,23.6,20,>=30,Y,10
BA21AD,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA32JD,OK,N,15.7,18.1,22.3,Y,5
BA28ER,OK,Y,>=30,20,>=30,Y,13
BA29HR,OK,Y,1.9,1.9,3.2,N,14
BS140BT,OK,N,13,11.8,20.1,N,6
BA29EP,No Data,N/A,N/A,N/A,N/A,N,0
BS313BP,OK,Y,15,20,23.4,N,11
BA17QQ,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA17AD,OK,N,16.6,6.1,>=30,Y,10
BA33JZ,OK,N,16.7,17.1,>=30,Y,16
BA27TA,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA13DZ,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA25AN,OK,N,10.5,11.3,14.4,N,13
BA28SG,OK,Y,2.2,2.3,2.9,Y,7
BA12AP,OK,N,19.3,20.5,24.4,Y,7
BS312NP,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA33DS,OK,N,21.4,21.5,22.2,N,6
BA33QY,OK,N,12.6,11.3,>=30,Y,19
BA24PU,OK,N,21.7,14.7,>=30,Y,24
BA33TR,OK,N,14,11,>=30,Y,9
BS397ND,OK,Y,11.9,3.2,>=30,Y,13
BA27DB,OK,N,7.6,7.9,8.3,N,4
BS311SS,No Data,N/A,N/A,N/A,N/A,Y,0
BA14DF,OK,Y,10.1,4.3,>=30,Y,14
BA15JH,OK,Y,28.2,26.8,>=30,Y,9
BA24HR,OK,N,5.9,4,10.1,Y,3
BA28PT,OK,Y,1.1,1,2.3,N,11
BA16AX,OK,Y,15.8,7.9,>=30,Y,80
BA27ES,OK,N,7,6.4,10.6,N,5
BA22EJ,OK,Y,28.2,>=30,>=30,Y,21
BS311JH,OK,Y,19.4,9.1,>=30,Y,14
BS406AW,OK,Y,2.4,2.8,3.4,N,4
BA28DB,OK,Y,2.8,2.8,3.6,Y,3
BA28EA,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA22PY,OK,N,16.3,17.1,18.6,N,3
BA28BY,No Data,N/A,N/A,N/A,N/A,N,0
BA26EY,OK,N,10.1,8.9,14.8,Y,5
BA20HR,OK,N,15.3,15.7,22.6,N,43
BA16TQ,OK,Y,19.7,4.3,>=30,Y,17
BA11SU,No premises,N/A,N/A,N/A,N/A,N,0
BA19BZ,OK,Y,1.1,1.1,1.7,N,7
BS312NE,OK,N,19.4,19.7,>=30,Y,16
BA17RT,OK,N,6.7,6.7,9.5,N,5
BA26NU,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA17HH,OK,N,17.1,17.7,18.2,N,6
BA16YH,No premises,N/A,N/A,N/A,N/A,N,0
BA21QH,OK,Y,16.3,4.4,>=30,Y,17
BA17TS,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS396HZ,OK,Y,3.3,3.9,4.9,N,13
BA14BY,OK,Y,9.1,3.7,>=30,Y,15
BA22QR,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS395WL,No premises,N/A,N/A,N/A,N/A,N,0
BA27WJ,OK,Y,5.5,5.8,8.1,N,6
BA17AW,OK,Y,10.1,4.3,29.9,Y,17
BA28BE,OK,Y,1.9,1.6,3.7,N,8
BA13PB,OK,N,10.5,5.5,>=30,Y,25
BS395QN,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26QR,OK,Y,15,6.6,>=30,Y,8
BA13RU,OK,N,21.2,28,>=30,Y,15
BA25DL,OK,Y,8.6,8.4,13.5,N,24
BA21BY,OK,N,28.8,16.2,>=30,Y,17
BA12BA,OK,N,26.2,18.6,>=30,Y,19
BS313LF,OK,N,18.5,9.4,>=30,N,12
BA34AY,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS394NP,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26EP,OK,N,>=30,9.7,>=30,Y,5
BA27ED,OK,N,10.6,8.1,21.4,N,7
BA23JL,OK,Y,23.4,20,>=30,Y,32
BA26XA,No premises,N/A,N/A,N/A,N/A,N,0
BS311NB,OK,N,20.7,20,>=30,Y,5
BA26PB,OK,N,22.4,13.3,>=30,Y,15
BA33TG,OK,N,20.1,14.3,>=30,Y,10
BS397TB,OK,Y,11.6,5.3,>=30,Y,11
BS395PE,OK,N,6.8,7.4,12.2,N,18
BA23BN,No premises,N/A,N/A,N/A,N/A,Y,0
BA12ES,OK,N,28.6,18.7,>=30,Y,6
BS312TQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311QU,OK,N,18.8,9.8,>=30,Y,13
BA12SS,OK,N,25,15,>=30,Y,9
BA33JT,OK,N,15.4,16.3,17.7,N,3
BA21BX,OK,N,20.3,5.4,>=30,Y,5
BS396TT,OK,Y,3,3,4.4,N,6
BA25DX,OK,N,15.8,16.7,22,N,54
BA23BQ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS397QB,OK,N,18.8,5.2,>=30,Y,5
BA12LL,OK,N,21.6,21.6,23.5,Y,3
BA33BH,OK,N,18.5,11.7,>=30,Y,11
BA26LP,OK,N,15.9,13.7,>=30,Y,17
BA20JP,OK,Y,15,17.1,23.6,N,27
BA20PY,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA10QF,No premises,N/A,N/A,N/A,N/A,N,0
BA20JF,OK,N,17.9,15.2,>=30,N,5
BA21DT,OK,Y,22.4,20,>=30,Y,15
BS397QL,No Data,N/A,N/A,N/A,N/A,Y,0
BA16AE,OK,N,13.2,8.8,>=30,Y,8
BS397SW,OK,Y,4,2.3,9.5,Y,5
BS406AE,No Data,N/A,N/A,N/A,N/A,N,0
BS140PH,OK,N,>=30,>=30,>=30,Y,13
BA23FL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA15BL,OK,N,13.5,13.1,14.9,N,3
BA21SS,OK,Y,3.4,2.7,7,Y,4
BS394JL,OK,Y,3.1,3.3,4.1,N,7
BA23BS,OK,Y,>=30,>=30,>=30,Y,21
BS395UH,OK,Y,2.7,2.8,4,N,5
BA33ND,OK,N,27.3,11.2,>=30,Y,4
BA26QW,OK,Y,14.2,7.6,>=30,Y,36
BA33JF,OK,N,15.3,18,20.7,N,19
BA21NU,OK,N,>=30,>=30,>=30,Y,9
BA13AE,No premises,N/A,N/A,N/A,N/A,Y,0
BA32RE,OK,Y,21.9,15.1,>=30,Y,16
BA28NN,OK,Y,2.3,1.5,7.4,Y,6
BS313BU,OK,N,19.5,20,>=30,N,8
BS313JU,OK,N,6.7,6.2,8.1,N,3
BA17SU,OK,N,9.8,9.3,14.3,N,4
BA24PG,OK,N,14.8,15.4,15.8,Y,3
BA21LB,OK,Y,17.8,20,>=30,Y,12
BS312RE,OK,N,17.2,20,>=30,Y,11
BS311EB,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA14JG,OK,Y,22.9,5.3,>=30,Y,15
BA33HL,OK,N,19.1,19.2,24.4,N,9
BA21BG,OK,N,26.7,20,>=30,Y,13
BS313AU,OK,Y,18.3,11.6,>=30,N,21
BA21SD,OK,Y,>=30,>=30,>=30,Y,17
BA20NB,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA16RL,OK,Y,27.1,7.1,>=30,Y,10
BA13EN,OK,N,13.6,7.9,>=30,Y,12
BS313HQ,OK,N,15,8.1,>=30,N,10
BA32HD,OK,N,18.9,20.6,24.1,N,25
BS312GY,No premises,N/A,N/A,N/A,N/A,N,0
BA33LG,No Data,N/A,N/A,N/A,N/A,Y,0
BS312RN,OK,N,20,20,>=30,Y,6
BA27HX,OK,N,10.8,10.9,15.2,N,8
BA15QS,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA25RN,OK,N,17.2,17.2,20,Y,3
BS406JY,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA12UR,OK,N,16.3,9,>=30,Y,7
BA34PX,OK,N,14.4,9,>=30,Y,12
BS311NN,No premises,N/A,N/A,N/A,N/A,Y,0
BS396JX,OK,Y,3.8,3.1,7,N,3
BA20EZ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA28SP,OK,Y,17.3,2.4,>=30,Y,31
BA21AU,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA13PU,OK,Y,24.4,10.1,>=30,Y,39
BS312NZ,OK,Y,20.9,20,>=30,Y,22
BA23DG,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS397LP,OK,Y,2.9,3.1,4.9,N,16
BA25PP,OK,N,14.6,16.4,19.9,N,23
BA12TF,OK,N,15.9,13.2,>=30,Y,35
BA20BN,No Data,N/A,N/A,N/A,N/A,N,0
BA28QH,No Data,N/A,N/A,N/A,N/A,N,0
BA20LJ,No Data,N/A,N/A,N/A,N/A,N,0
BA22JZ,OK,Y,>=30,20,>=30,Y,16
BS312RL,OK,N,16.9,14.3,>=30,Y,5
BS313LL,OK,N,24.2,20,>=30,N,23
BA33EL,OK,N,8.8,7.3,21.9,Y,11
BS408RW,OK,N,12.2,8.1,22.3,N,11
BA21HA,OK,Y,4.2,4.4,6.1,N,23
BA11UT,OK,N,20.6,21.3,23.1,Y,10
BS311RD,OK,N,26.2,19.7,>=30,Y,4
BA27DZ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA17SL,OK,N,10.4,8.8,18.1,N,17
BS406BW,OK,N,6.5,6.4,7.6,N,5
BA16LX,OK,Y,10.9,4.2,>=30,Y,6
BA32RG,OK,N,21.5,11.9,>=30,Y,9
