Ref,Description,LocationDescription,Status,Start,End,OrganisationName,TrafficType,Easting,Northing,Latitude,Longitude,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,6,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374522,166818,51.399816192266108,-2.367626596429436,"(51.39981619226611, -2.3676265964294365)",21,1,233,7,1
30009936,REPLACE 101M OF 6IN CI WITH 101M OF 125MM PE AND REPLACE OR TRANSFER APPROX 2 SERVICES.,At the Side of turnpike cottage,Completed,01/07/2016 12:00:00 AM,10/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376298,167293,51.404164485824936,-2.34212955771552,"(51.404164485824936, -2.34212955771552)",1,25,51,10,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,KEMPSEY,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376181,167679,51.407630258747332,-2.343837569428204,"(51.40763025874733, -2.3438375694282043)",1,25,51,10,1
30012525,Renovations- snagging,140m to the rhs of entrance to The Linney 10mm,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Bristol Water,Road Closure,355810.39,157292.43,51.313017673409902,-2.635399528718912,"(51.3130176734099, -2.6353995287189123)",2,6,274,21,1
202702,Drainage works. Signals to facilitate the works in the closures of Norton Lane and Stanton Road.,Junction Norton Lane to Chew bridge,Completed,15/08/2016 12:00:00 AM,19/08/2016 12:00:00 AM,Bath and North East Somerset Council,Two-Way Signals,357990.5,163164.6,51.365981169691615,-2.604816885696156,"(51.365981169691615, -2.604816885696156)",6,31,78,21,1
30015318,Replair leaking meter,31,Completed,28/07/2016 09:35:43 AM,03/08/2016 12:00:00 AM,Bristol Water,Signing Only,365766.82,154077.46,51.284798631092819,-2.492245854429375,"(51.28479863109282, -2.4922458544293753)",25,13,304,27,1
202674,OVER-NIGHT CLOSURES - Carriageway reconstruction and drainage works.,North Parade Rd (Pulteney Rd to North Parade Bridge) -,Completed,10/10/2016 12:00:00 AM,12/10/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,375415.34,164708.42,51.380887591413106,-2.354638610410204,"(51.38088759141311, -2.3546386104102037)",33,21,3,7,1
30015132,REPLACING OVERHEAD CONDUCTORS																REPLACING OVERHEAD CONDUCTORS,O/S 1 - 6,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,Melksham Depot,Stop/Go Boards,377102,158292,51.323264968893696,-2.329988830234428,"(51.323264968893696, -2.3299888302344285)",10,114,55,10,1
30014897,1 joint hole in tarmac footway and 20m trenching in tarmac footway for new supply,Outside 4,Completed,18/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,364527,158407,51.323651175756332,-2.510454478489497,"(51.32365117575633, -2.5104544784894967)",3,42,139,23,1
30009949,REPLACE 97M OF 4IN SI WITH 97M OF 75MM PE AND REPLACE OR TRANSFER APPROX 14 SERVICES,JUNC SEVERN WAY/CHANDAG ROAD - JUNC SEVERN WAY/WELLAND ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366041,168024,51.410213617470951,-2.489649937658636,"(51.41021361747095, -2.4896499376586356)",16,45,157,3,1
30015369,Repair Service,30,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374841,164227,51.376533634409533,-2.362856731369699,"(51.37653363440953, -2.3628567313696993)",33,109,571,12,1
202643,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Cleevedale Road,Completed,04/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,375265.89,162196.81,51.358297950927181,-2.356610379446418,"(51.35829795092718, -2.356610379446418)",19,36,116,18,1
30015316,Urgent excavation in highway to locate and repair HV cable fault.,Adjacent Woodborough Lodge,Completed,27/07/2016 05:50:00 PM,04/08/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Two-Way Signals,369298,156681,51.308410398776772,-2.441839594996662,"(51.30841039877677, -2.4418395949966625)",9,28,63,22,1
30015262,Repair Service Leak,167 & 168,Completed,23/07/2016 12:00:00 PM,27/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,371789.26,164908.82,51.382520098713925,-2.406755510514008,"(51.382520098713925, -2.4067555105140075)",28,91,481,11,1
30002341,Repair Service,O/S NO 10,Completed,18/07/2016 12:00:00 AM,20/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374490,163840,51.373038199745565,-2.367871663952811,"(51.373038199745565, -2.367871663952811)",18,5,250,17,1
30009955,REPLACE 14M OF 4IN DI WITH 14M OF 75MM PE,O/S NO. 8 TEVIOT ROAD - O/S NO. 17 TEVIOT ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366423,167851,51.40868095282773,-2.484141332480588,"(51.40868095282773, -2.484141332480588)",16,47,141,3,1
30014274,"REPLACE 127M OF 2IN, 4IN ST, CI WITH 127M OF 63MM, 75MM PE AND REPLACE OR TRANSFER APPROX 48 SERVICES",FOOTPATHS O/S FLATS NO.S 51 BRADFORD PARK TO O/S NO.98 BRADFORD PARK.,Completed,30/08/2016 12:00:00 AM,30/09/2016 12:00:00 AM,WGA - BRISTOL & BATH,No Carriageway Incursion,375226,162698,51.362802656448736,-2.357218333083722,"(51.362802656448736, -2.3572183330837215)",19,39,108,18,1
30015261,Urgent excavation in highway to locate and repair LV cable fault.,o/s no 38,Completed,23/07/2016 08:15:00 PM,02/08/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Give and Take,366677,153893,51.283194225968458,-2.479178225149757,"(51.28319422596846, -2.4791782251497567)",26,100,519,26,1
30015015,NEW GAS SERVICE 9M PUBLIC 6 PRIVATE,O/S 2,Completed,08/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,BATH,Give and Take,366991,154679,51.290279879567365,-2.474749080373772,"(51.290279879567365, -2.4747490803737717)",11,8,282,25,1
30015211,Replace cst marked blue at side of road to RH Side of parking area with Ebco box and meter.,70,Completed,26/07/2016 12:00:00 AM,28/07/2016 12:00:00 AM,Bristol Water,Signing Only,362508,159639,51.334598578594935,-2.539557614602088,"(51.334598578594935, -2.539557614602088)",5,34,95,20,1
30015196,Meter Option,Rear of 7 Beaufort West,Completed,24/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,375967.91,166235.17,51.394639097774579,-2.346802861818398,"(51.39463909777458, -2.3468028618183983)",23,58,230,4,1
30015244,Repair Service,11,Completed,26/07/2016 12:00:00 AM,28/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,373775,163928,51.373796727966607,-2.378149850573884,"(51.37379672796661, -2.378149850573884)",31,64,350,14,1
30015154,Urgent excavation in highway to locate and repair LV cable fault.,Outside 8,Completed,16/07/2016 11:40:00 PM,26/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Give and Take,374262,163776,51.372452409412375,-2.371142449559084,"(51.372452409412375, -2.3711424495590845)",18,5,253,17,1
30015331,NEW GAS SERVICE 2M PUBLIC 3M PRIVATE,O/S 4,Completed,23/08/2016 12:00:00 AM,30/08/2016 12:00:00 AM,BATH,Give and Take,365733,153916,51.283344828680818,-2.492715230070443,"(51.28334482868082, -2.492715230070443)",25,13,302,27,1
30009927,"REPLACE 151M OF 6IN, 4IN CI WITH 151M OF 75MM, 125MM PE AND REPLACE OR TRANSFER APPROX 12 SERVICES.",Outside of upper Swainswick house,Completed,20/06/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,375875,168412,51.414207982589652,-2.348286993778692,"(51.41420798258965, -2.3482869937786917)",1,25,51,10,1
30014881,Section 81/Defect,Side of 1 Hungerford Road,Completed,29/09/2016 12:00:00 AM,03/10/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Road Closure,373439,165141,51.384687667667123,-2.383067981322674,"(51.38468766766712, -2.3830679813226743)",34,54,206,9,1
30015170,Install cst & meter,Little Cleeve  Verge,Completed,21/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,Bristol Water,Signing Only,356746.2,163133.12,51.365604470269474,-2.622685206272241,"(51.365604470269474, -2.622685206272241)",6,31,80,21,1
202634,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Glebelands,Completed,17/08/2016 12:00:00 AM,17/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,367832.72,154115.17,51.285258543937402,-2.462627877537484,"(51.2852585439374, -2.462627877537484)",26,97,515,26,1
30015307,Erect new pole,Outside The Cottage,Completed,07/09/2016 12:00:00 AM,09/09/2016 12:00:00 AM,1164 SE MENDIP CONSTRUCTION,Signing Only,365080,156450,51.306089332440699,-2.502326473429182,"(51.3060893324407, -2.502326473429182)",13,68,363,23,1
30006760,REPLACE 127M OF 6IN CI WITH 127M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES,Junction of Long hay close,Completed,01/08/2016 12:00:00 AM,09/09/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,372901,164281,51.376929487698732,-2.390732929345218,"(51.37692948769873, -2.3907329293452184)",28,89,464,11,1
30015120,Repair Service,12,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,373571.08,163426.82,51.36928088937038,-2.381041971346732,"(51.36928088937038, -2.3810419713467317)",31,65,344,14,1
30015147,Lift manhole cover and test existing monitoring equipment,Kingham Cottage,Completed,27/07/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Signing Only,376232,162152,51.357936480708986,-2.342732677714878,"(51.357936480708986, -2.3427326777148783)",19,37,103,18,1
30015139,Excavate footway to install swept tee,Outside 49,Completed,21/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,Signing Only,365010,167564,51.406014745651227,-2.504427470474371,"(51.40601474565123, -2.504427470474371)",37,53,190,2,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,7,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374539,166822,51.399852924782586,-2.367382520573512,"(51.399852924782586, -2.3673825205735124)",21,1,233,7,1
202584,Major Slope stabilisation works to both sides of the cutting.,"Stanton Road, Pensford  between the Grange and Lower Belluton Farm.",Completed,05/09/2016 12:00:00 AM,25/11/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,361163.24,164338.09,51.376758766912239,-2.559374302578069,"(51.37675876691224, -2.5593743025780693)",7,74,399,20,1
30015351,INSTALL TEE IN FOOTWAY,O/S 185 PARK ROAD KEYNSHAM BRISTOL  BS31 1AT,Completed,03/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,365261.9,167585.64,51.406224853965682,-2.500808269452784,"(51.40622485396568, -2.5008082694527842)",37,53,186,2,1
30009957,REPLACE 87M OF 4IN DI WITH 87M OF 75MM PE AND REPLACE OR TRANSFER APPROX 11 SERVICES,JUNC DENE CLOSE/HURN LANE - O/S NO. 8 DENE CLOSE,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,365988,167502,51.405516983948289,-2.490361708177715,"(51.40551698394829, -2.4903617081777147)",16,46,146,3,1
600076,"Please carry out the necessary work to replace the aluminium lighting columns with 6 metre tubular galvanised steel columns,",TEMPLE CLOUDBRISTOLBATH AND NORTH EAST SOMERSET,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,SSE Street Lighting,Signing Only,362582,158101,51.320774799833309,-2.538333425330127,"(51.32077479983331, -2.5383334253301273)",2,7,267,20,1
30014876,NEW GAS SERVICE 3M PUBLIC 61M PRIVATE,MERIVALE,Completed,28/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,BRISTOL CENTRAL,Give and Take,355816,162097,51.356216791272324,-2.635916659875632,"(51.356216791272324, -2.6359166598756323)",6,31,82,21,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,26,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374554,166821,51.399844609501066,-2.36716683288943,"(51.399844609501066, -2.36716683288943)",21,1,233,7,1
30015376,Repair Service,87 High Street,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,372456,166635,51.398073785434633,-2.397309685594316,"(51.39807378543463, -2.3973096855943155)",20,105,539,5,1
30015296,Repair Service Leak,Junct Prospect Road,Completed,26/07/2016 04:30:00 PM,28/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,376310.91,163913.47,51.373778069069502,-2.341717374767884,"(51.3737780690695, -2.3417173747678843)",33,110,558,12,1
30014961,NEW GAS SERVICE 3M PUBLIC,O/S BEECH COTTAGE,Completed,04/10/2016 12:00:00 AM,18/10/2016 12:00:00 AM,BATH,Road Closure,378160,159862,51.337423588589978,-2.31490276658351,"(51.33742358858998, -2.3149027665835105)",10,113,52,10,1
202669,Removal of  trees from RVP,Royal Victoria Park opp Midalnd Rd along Upper Bristol Road.,Completed,21/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,Bath and North East Somerset Council,Two-Way Signals,373864.95,165229.67,51.385504800671569,-2.376953801869059,"(51.38550480067157, -2.3769538018690586)",34,115,205,9,1
30012477,CONNECTION POINT,J/O WELLSWAY,Completed,25/07/2016 12:00:00 AM,12/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,374622,163343,51.368575376735414,-2.365939704719293,"(51.368575376735414, -2.365939704719293)",18,5,252,17,1
30015040,NEW GAS MAIN 5M PUBLIC,O/S CHEW VALLEY COMPREHENSIVE SCHOOL,Completed,08/08/2016 12:00:00 AM,17/08/2016 12:00:00 AM,BRISTOL CENTRAL,Give and Take,356728,162480,51.359730784512401,-2.62286692044055,"(51.3597307845124, -2.6228669204405497)",6,31,83,21,1
30006814,Existing bridge over the railway to be re-constructed. Footpath will be required to be closed so the existing bridge can be lifted out& the new bridge installed. There will also be works to re-profile the steps either side  of the bridge to match the profile of the new bridge.,At Road over rail bridge named Hampton Row Footbridge,Completed,01/10/2016 12:00:00 AM,01/03/2017 12:00:00 AM,NR-WESTERN Electricfication,Signing Only,376051,165804,51.390765778084855,-2.345579396755959,"(51.390765778084855, -2.345579396755959)",22,95,496,6,1
600044,2016-17 CAPITAL WORKS (PL'S 347-360 ONLY),CORONATION AVENUE KEYNSHAM. PL 347 TO 360. OUTSIDE HOUSES 75 TO 152BATH AND NORTH EAST SOMERSET,Completed,16/01/2017 12:00:00 AM,22/02/2017 12:00:00 AM,SSE Street Lighting,Signing Only,364858,167657.5,51.406845998512395,-2.506621923323077,"(51.406845998512395, -2.5066219233230767)",37,53,190,2,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,VALLEY VIEW,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376188,167664,51.407495682488324,-2.343735919471436,"(51.407495682488324, -2.3437359194714356)",1,25,51,10,1
30014957,Install 15m of 1 way poly duct in Footway,"O/S 33 TO O/S ST JOHNS SCHOOL, PULTENEY ROAD, BATH.",Completed,18/07/2016 12:00:00 AM,20/07/2016 12:00:00 AM,BT,Signing Only,375639,164786,51.381594838901329,-2.351430306992908,"(51.38159483890133, -2.351430306992908)",35,21,3,7,1
600067,Please replace existing damaged CIC (C002) & 2 No. bollards (B001 & B003),KEYNSHAMBATH AND NORTH EAST SOMERSET,Completed,07/08/2016 12:00:00 AM,07/08/2016 12:00:00 AM,SSE Street Lighting,Two-Way Signals,366560,168263,51.412393484894729,-2.482210680901588,"(51.41239348489473, -2.4822106809015883)",16,47,154,3,1
30014737,RENEWAL OF DEFECTIVE POLE,"OPP TRAVIS PERKINS, CAMERTON ROAD TIMSBURY BA2 0NY",Completed,24/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,BT,Two-Way Signals,368166,158351,51.323363709799921,-2.458228501974986,"(51.32336370979992, -2.4582285019749857)",9,28,62,22,1
30015113,Lead Replacement,o/s 6  6mm f/p,Completed,19/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,Bristol Water,Give and Take,365073.46,168461.43,51.414087692130806,-2.503603850307634,"(51.414087692130806, -2.5036038503076345)",24,49,164,1,1
202688,Construction of highway gulleys along length of Priors Hill.,Road will be closed in phases to allow access for residents. Road closed from Junction Hayeswood Rd to bottom of hill.,Completed,29/08/2016 12:00:00 AM,23/09/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,366038.23,158581.16,51.325309670655699,-2.48878451907061,"(51.3253096706557, -2.48878451907061)",14,87,460,16,1
600036,Replacement of Street Lights in Elliston Drive,ELLISTON DRIVE SOUTHDOWNBATHBATH AND NORTH EAST SOMERSET,Completed,07/10/2016 12:00:00 AM,15/11/2016 12:00:00 AM,SSE Street Lighting,Signing Only,372703.75,163932.75,51.373788727289487,-2.393539983447116,"(51.37378872728949, -2.393539983447116)",27,85,,15,1
30014949,Tree trimming - No excavation,Outside 22 to Outside 66,Completed,25/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,1167 SHEP/WELL M&R,Give and Take,370220,157822,51.318718882175737,-2.428708541741663,"(51.31871888217574, -2.4287085417416634)",15,71,391,22,1
600063,Please carry out the necessary work to replace 2 No. aluminium columns with 6 metre galvanised tubular steel post top columns,BATHAMPTONBATHBATH AND NORTH EAST SOMERSET,Completed,18/07/2016 12:00:00 AM,20/07/2016 12:00:00 AM,SSE Street Lighting,Signing Only,377747,166017,51.39275035922887,-2.32121859962805,"(51.39275035922887, -2.3212185996280503)",1,27,27,10,1
30014912,NEW GAS SERVICE 5M PUBLIC 20M PRIVATE,"O/S 3, PARK TAVERN",Completed,01/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,BATH,Give and Take,373749,165283,51.385978939269286,-2.37862394720598,"(51.385978939269286, -2.3786239472059796)",34,54,203,9,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,Belle Vue Gardens,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376216,167536,51.406345958195921,-2.343324743504497,"(51.40634595819592, -2.343324743504497)",1,25,51,10,1
30015219,Install 1m of 1 way poly duct in Footway,"O/S NO 33, MINSTER WAY",Completed,28/07/2016 12:00:00 AM,01/08/2016 12:00:00 AM,BT,Signing Only,376403.25,165687.62,51.389734180172567,-2.340509238360223,"(51.38973418017257, -2.340509238360223)",22,29,71,12,1
600068,"Please replace existing column with new 10m CU PT column, c/w Iridium 2 68W lantern.",SALTFORDBATH AND NORTH EAST SOMERSET,Completed,14/08/2016 12:00:00 AM,14/08/2016 12:00:00 AM,SSE Street Lighting,Two-Way Signals,368861,166487,51.396556386191826,-2.448970074901187,"(51.396556386191826, -2.4489700749011867)",17,81,424,16,1
600022,REPLACE LC 1&2 WITH 5M STEEL COLUMNSREPLACE LC 3 WITH 5M MID HINGE COLUMN,LOWER WESTONBATHBATH AND NORTH EAST SOMERSET,Completed,25/07/2016 12:00:00 AM,29/07/2016 12:00:00 AM,SSE Street Lighting,Signing Only,373513,165548,51.38835065666597,-2.38203512271913,"(51.38835065666597, -2.3820351227191305)",34,54,202,9,1
202650,REVISED DATES - Carriageway micro asphalt surfacing work - 1 day approx.,Church Road,Completed,07/08/2016 12:00:00 AM,07/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,376163.66,162318.94,51.35943464772128,-2.343725370979365,"(51.35943464772128, -2.3437253709793646)",19,37,103,18,1
30009941,"REPLACE 123M OF 6IN, 4IN SI WITH 123M OF 125MM, 75MM PE AND REPLACE OR TRANSFER APPROX 15 SERVICES",O/S NO. 35 COXLEY DRIVE - S/O NO. 33 COXLEY DRIVE.,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,375601,166841,51.400070653750213,-2.352118225408148,"(51.40007065375021, -2.3521182254081485)",23,57,227,4,1
